1096620928,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 19816 30g,,Book,None,2011-10-27,2000 - Exclu du prêt à domicile,An essay on the shaking palsy,"Parkinson, James",Merck Sharp & Dohme,[S.l.] :,1971,,3007
1093149629,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 19816 30g,HMA 2504 | 30g,Book,None,1997-03-03,3000 - Prêt 28 j.,An essay on the shaking palsy,"Parkinson, James",Merck Sharp & Dohme,[S.l.] :,1971,,3007
1096897237,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 23112 30g,,Book,None,2014-08-27,3000 - Prêt 28 j.,Diagnostik der Krankheiten des Nervensystems : eine Anleitung zur Untersuchung Nervenkranker,"Goldscheider, Alfred",Fischer,Berlin :,1903,,3007
1096897264,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 23144 30g,,Book,None,2014-08-26,3000 - Prêt 28 j.,The microphysiology of nerve,"Kato, Genichi",Maruzen co ltd,"Nihonbashi, Tokyo, Japan :",1934,,3007
1096899098,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24053 30g,,Book,None,2015-07-14,3000 - Prêt 28 j.,"Spina bifida, diplomyelie en enuresis nocturna : een klinische en anatomische studie","Folkerts, Jan Frederik",Noord-Hollandsche Uitgevers Maatschappij,Amsterdam :,1946,,3007
RERO-16907688,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24064 30g,,Book,None,2015-07-15,1000 - Consult. surv. 28 j.,Over eenige gevallen van anencephalie,"Zuidema, Pieter Jan",Noord-hollandsche uitgeversmaatschappij,Amsterdam :,1934,,3007
1096898877,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24101/15/1 30g,,Book,None,2015-08-12,3000 - Prêt 28 j.,Chirurgie des angiomes de la moelle,"Houdart, Raymond",Masson,Paris :,1969,,3007
1096898865,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24101/17/1 30g,,Book,None,2015-08-17,3000 - Prêt 28 j.,Méthodes morphologiques modernes en neuro-chirurgie,"Le Beau, Jacques",Masson,Paris :,1971,,3007
1096898878,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24101/17/2 30g,,Book,None,2015-08-12,3000 - Prêt 28 j.,Les méningiomes de la fosse cérébrale postérieure,"Lecuire, Jean",Masson & Cie,Paris :,1971,,3007
1096898864,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24101/20/2 30g,,Book,None,2015-08-18,3000 - Prêt 28 j.,Les tumeurs métastatiques du système nerveux central,,Masson,Paris :,1974,,3007
