RERO-16220383,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HGA 208 30s,,Book,None,2014-11-26,1000 - Consult. surv. 28 j.,Contribution à l'étude du nerf moteur oculaire externe,"Ott, Henri",Multi-Office Garzoni et Flury,Lausanne :,1962,,3015
1094687365,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 10526 30s,,Book,None,2002-03-27,3000 - Prêt 28 j.,Discours sur l'oeil,"Jurjānī, Ismāʿīl ibn Ḥasan, ca. 1042-ca. 1136",Inst français de recherche en Iran; Presses univ d'Iran,Téhéran :,1998,2909961206; 9782909961200,3015
1094687539,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 10680 30s,,Book,None,2002-06-04,3000 - Prêt 28 j.,Pronostic des brûlures oculaires après traitement chirurgical ou conservateur,"Nahman, Simone",Multi-Office Machtzum,Lausanne :,1958,,3015
1094707207,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12523 30s,,Book,None,2004-05-05,3000 - Prêt 28 j.,Un tratado de oftalmología en Abulcasis,"Arvide Cambra, Luisa Maria",Univ de Almería,Almería :,2000,8482402412; 9788482402413,3015
1094721124,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14922 30s,,Book,None,2006-07-11,3000 - Prêt 28 j.,"Albert Neissers (1855-1916) ""Stereoscopischer Medicinischer Atlas"" : Eine aussergewöhnliche fotografische Sammlung aus dem Gebiet der Augenheilkunde",,Königshausen & Neumann,Würzburg :,2006,3826030125; 9783826030123,3015
1094720498,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 15091 30s,,Book,None,2006-08-16,3000 - Prêt 28 j.,Pseudo-isochromatische Tafeln zur Prüfung des Farbensinnes,"Stilling, Jacob",G Thieme,Leipzig :,1910,,3015
1096112368,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 15644 30s,,Book,None,2007-03-28,3000 - Prêt 28 j.,Anatomical observations of the glands of the eye and their new vessels thereby revealing the true source of tears,"Steno, Nikolaus, 1638-1686",A Busck,Copenhagen :,1951,,3015
1092366298,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1651 30s,,Book,None,1997-03-03,3000 - Prêt 28 j.,La fatigue oculaire et le surmenage visuel,"Dor, Louis",J-B Baillière,Paris :,1900,,3015
1096134541,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 17955/1 30s,,Book,None,2009-11-03,3000 - Prêt 28 j.,Traité d'ophtalmologie,"Poulard, Albert",Masson,Paris :,1923,,3015
1096134540,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 17955/1 30s,HMA 17955/2 | 30s,Book,None,2009-11-03,3000 - Prêt 28 j.,Traité d'ophtalmologie,"Poulard, Albert",Masson,Paris :,1923,,3015
1096134534,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 17959 30s,,Book,None,2009-11-03,3000 - Prêt 28 j.,Précis d'ophtalmologie,"Lagrange, Félix",Doin,Paris :,1903,,3015
1096135700,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 17970 30s,,Book,None,2009-11-05,3000 - Prêt 28 j.,Thérapeutique chirurgicale ophtalmologique,"Duverger, Camille",Masson,Paris :,1926,,3015
1093121778,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1822 30s,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis d'ophtalmologie,"Morax, Victor, 1866-1935",Masson,Paris :,1913,,3015
1096111325,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1889 30s,,Book,None,1997-03-03,3000 - Prêt 28 j.,Le strabisme : sa rééducation : physiologie et pathologie de la vision binoculaire,"Cantonnet, André",N Maloine,Paris :,1932,,3015
1093125730,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1947 30s,,Book,None,1997-03-03,3000 - Prêt 28 j.,Manuel des maladies de l'oeil : à l'usage des étudiants et des praticiens,"May, Charles H",Masson,Paris :,1936,,3015
