1094687462,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 10619 40,,Book,None,2002-05-15,3000 - Prêt 28 j.,Les mécanismes cognitifs du diagnostic médical : optimisation du raisonnement et expertise,"Raufaste, Eric",Presses universitaires de France,Paris :,2001,213050387X; 9782130503873,40
1094684929,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11749 40,,Book,None,2003-07-09,3000 - Prêt 28 j.,Le diagnostic des maladies par les yeux : précis d'iriscopie,"Vannier, Léon",G Doin,Paris :,1951,,40
1094684932,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11750 40,,Book,None,2003-07-09,3000 - Prêt 28 j.,Traité pratique d'iridologie médicale : technique du diagnostic des maladies par l'examen des yeux,"Jausas, Gilbert",Ed Dangles,Paris :,1958,,40
1094724677,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13449 40,,Book,None,2005-03-23,3000 - Prêt 28 j.,L'importance des examens fonctionnels en médecine,"Jéquier-Doge, Edouard",Payot,Lausanne ;,1943,,40
1096111597,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 15185 40,,Book,None,2006-09-06,3000 - Prêt 28 j.,Les diagnostics biologiques et fonctionnels,"Fiessinger, Noël",Maloine,Paris :,1949,,40
1096134624,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1780 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Manuel de diagnostic médical et d'exploration clinique,"Seifert, Otto",O Doin; A Uystpruyst,Louvain :,1908,,40
1096156337,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 18542 DMa,,Book,None,2010-04-29,3000 - Prêt 28 j.,"Fit to be tied : sterilization and reproductive rights in America, 1950-1980","Kluchin, Rebecca M. (Rebecca Marie)",Rutgers University Press,"New Brunswick, N.J. :",2009,40016797557; 9780813545271; 0813545277,DMa
1096160286,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 19513 40,,Book,None,2011-07-18,3000 - Prêt 28 j.,Précis de sémiologie médicale,"Chêne, Paul",G Doin,Paris :,1957,,40
1093126974,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1971 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Principes du diagnostic gynécologique,"Fraisse, Gabriel",F Alcan,Paris :,1901,,40
1096134630,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1976 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis d'auscultation,"Coiffier, Henry",J-B Baillière,Paris :,1933,,40
1096622341,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20609 40,,Book,None,2012-07-11,3000 - Prêt 28 j.,Differentialdiagnostische Leitprogramme in der inneren Medizin : Procedere,"Marx, Heribert",Springer-Verlag,Berlin :,1980,3540097945; 9783540097945; 0387097945; 9780387097947,40
1096622339,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20616 40,,Book,None,2012-07-11,3000 - Prêt 28 j.,Internistische Differentialdiagnostik,,G Thieme,Stuttgart :,1990,3136425022; 9783136425022,40
1096622327,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20643 40,,Book,None,2012-07-12,3000 - Prêt 28 j.,Difficult diagnosis : a guide to the interpretation of obscure illness,"Roberts, Hyman J",W B Saunders,Philadelphia :,1958,,40
1096622428,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20720 E,,Book,None,2012-08-07,3000 - Prêt 28 j.,400 more self assessment picture tests in clinical medicine,,Wolfe Medical Publ,London :,cop. 1988,0723415161; 9780723415169,E
1096622205,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20728/2 40,,Book,None,2012-08-13,3000 - Prêt 28 j.,Wellco-Quiz : wie lautet ihre Diagnose ?,,Hallwag,Bern :,1984-,,40
1096622204,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20728/2 40,HMA 20728/3 | 40,Book,None,2012-08-13,3000 - Prêt 28 j.,Wellco-Quiz : wie lautet ihre Diagnose ?,,Hallwag,Bern :,1984-,,40
1096622546,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20769 40,,Book,None,2012-08-16,3000 - Prêt 28 j.,Differential diagnosis,"Beck, Eric R",ARCO,New York :,1977,0668034955; 9780668034951,40
1096624318,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 21432 40,,Book,None,2013-01-31,3000 - Prêt 28 j.,Lehrbuch der Differentialdiagnose innerer Krankheiten,,J Springer,Berlin :,1934,,40
1096896866,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22680 40,,Book,None,2014-05-08,3000 - Prêt 28 j.,The deadly dinner party & other medical detective stories,"Edlow, Jonathan A",Yale University Press,New Haven :,c2009,9780300125580; 0300125585; 9780300171266; 0300171269,40
1096896689,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22729 40,,Book,None,2014-06-04,3000 - Prêt 28 j.,Diagnostics urgents : abdomen,"Mondor, Henri",Masson,Paris :,1930,,40
1096897112,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22825/2 40,,Book,None,2014-05-19,3000 - Prêt 28 j.,Diagnosis,,Radcliffe,Oxford :,2010,9781846194641; 1846194644,40
1096897226,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 23101 40,,Book,None,2014-09-03,3000 - Prêt 28 j.,Symptoms and their interpretation,"Mackenzie, James",Shaw & Sons,London :,1912,,40
1093142011,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2314 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Nouveaux procédés d'exploration : leçons de pathologie générale professées à la Faculté de médecine,"Achard, Charles",Masson,Paris :,1902,,40
1093144104,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2343 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Spezielle Diagnostik und Therapie in kurzer Darstellung mit Berücksichtigung : aller Zweige der praktischen Medizin,,JFBergmann,München :,1911,,40
1093021296,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/1 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1944,,40
1094723633,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/1 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1942,,40
1094723562,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/10 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1950,,40
1094723563,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/11 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1953,,40
1094723632,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/2 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1944,,40
1094723631,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/3 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1944,,40
1094723637,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/4 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1945,,40
1094723636,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/5 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1946,,40
1094723635,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/6 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1947,,40
1094723634,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/7 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1948,,40
1094723630,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/8 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1948,,40
1094723629,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2355/9 40,,Book,None,1997-03-03,3000 - Prêt 28 j.,Dialogues cliniques,"Roch, Maurice",Payot,Lausanne :,1949,,40
1096898433,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 23817 40,,Book,None,2015-04-24,3000 - Prêt 28 j.,Exercises in diagnostic imaging : for MRCP and other postgraduate examinations,"Garvey, Conall J",Butterworths,London ; Boston :,1989,9780407006010; 040700601X,40
1096898412,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 23833 40,,Book,None,2015-04-28,3000 - Prêt 28 j.,Précis de séméiologie médicale élémentaire,"Rimbaud, P",G Doin,Paris :,1953,,40
