750,0750.jpg,Canules de trachéotomie,ORL,,458,4 canules en argent de diverses tailles pour enfant et adulte,,XXème s.,,,,
770,0770.jpg,Trocart,ORL,,458,Trocart se vissant dans étui guilloché en métal,,XXème s.,,,,Dr François Vulliet
771,0771.jpg,Bistouri nasal,ORL,,458,Bistouri nasal se vissant dans son étui de métal.,,XXème s.,,,,Dr François Vulliet
799,0799.jpg,Otoscopes,ORL,,458,3 speculum de tailles différentes avec manche à batterie dans boîtier noir gainé de velours violet,,XXème s.,,Made in England,,
586,IHM-0586.jpg,Amygdalotomes,ORL,,458,Boîte de métal contenant :- 1 manche- 1 tige- 3 amygdalotomes de tailles différentes,,XXème s.,,,,
90,0090.jpg,Diapasons Hartmann C2-C4,ORL,,458,"Jeu incomplet de trois diapasons, modèle Hartmann, dans un étui noir gainé de de velours rouge:- C2      512- C3    1024- C4   2048",,XXème s.,,"H. Pfau, Berlin",,
241,0241.jpg,Miroir O.R.L.,ORL,,458,"Miroir réflecteur de Turk pour examen O.R.L. , avec bandeau frontal dans sa boîte noire gainée de tissu rouge.L20 x P13 x H4 cm",,XXème s.,,"W. Margot, Lausanne",,
185,0185.jpg,Ouvre-bouche,ORL,,458,,,XXème s.,,,,
248,0248.jpg,Pince coupante pour le nez,ORL,,458,,,XXème s.,,,,
603,0603.jpg,Aiguille à paracentèse de Politzer,ORL,,458,,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
602,0602.jpg,Amygdalotome,ORL,,458,,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
187,0187.jpg,Miroir laryngien articulé,ORL,,458,,,XXème s.,,,,"Hôpital Cantonal Lausanne, Clinique ORL"
1790,1790.jpg,Couteaux à panier,ORL,,458,Couteaux ou curettes à panier du Prof. Moure pour l’ablation  des végétations.,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
1892,1892.jpg,Pince à écraser,ORL,,458,Pince oize écraser ou compresser les amygdales afin d’en extraire le pus.,,XXème s.,,Bott & Walla,,"Dr Eric Rochat, St-Légier"
248,IHM-0248.jpg,Couteau annulaire,ORL,,458,cf. Schaerer p. 704,,,,,,"Dr Eric Rochat, St-Légier"
182,0182.jpg,Pince à  polypes,ORL,,458,,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
30,0030.jpg,O.R.L.,ORL,,458,"Lampe de poche, supports ampoules, miroir, abaisse-langue, câble dans boîte noire gainée de bleu.",,XXème s.,,,,"Mme Anne Egli-Décombaz, Zurich"
94,0094.jpg,"Diapason A 108,75",ORL,,458,,,XXe siècle,,"Edelmann , München",,
98,0098.jpg,Diapason C 128,ORL,,458,,,XXe siècle,,Klein,,
97,0097.jpg,"Diapason C 16 avec curseurs, modèle français",ORL,ORL,458,,,XXe siècle,,Doppel Contra,,
95,0095.jpg,"Diapason C 32 avec curseurs, modèle français",ORL,,458,,,XXe siècle,,Doppel Contra,,
96,0096.jpg,"Diapason Lucae C 128 avec curseurs démontables, réglable jusqu’à H",ORL,,458,,,XXe siècle,,,,
15,0015.jpg,Diapason C 64 avec curseur,ORL,,458,,,Fin XIXe - début XXe siècle,,A. Maier,,
14,0014.jpg,Diapason C 128 avec curseur,ORL,,458,,,Fin XIXe - début XXe siècle,,A. Maier,,
5000,5000.jpg,Curettes pour les végétations adénoïdes,ORL,,458,Curettes à végétations employées pour enlever  des augmentations de volume des adénoïdes (excroissances). Grandeurs:n° 1n° 4n° 5,,Première moitié du XXème s.,bon.,"Storz, Prexa, Klöpfer",,"Pharmacie du Prieuré, Orbe"
5001,5001.jpg,Instrument pour amygdalectomie,ORL,,458,Instrument pour l’ablation totale des amygdales.Trois grandeurs:n° 1n° 2n° 3,,Vers 1950 (utilisé jusqu’à 1970),moyen. rouille.,"Luer, France",,"Pharmacie du Prieuré, Orbe"
5002,5002.jpg,Instrument pour amygdalotomie,ORL,,458,Modèle n° 2 de Mathieu pour l’ablation partielle des amygdales.,,Vers 1950,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5004,5004.jpg,Miroirs laryngiens,ORL,,458,"Grandeurs:2 fois K 1 (diamètre 1,3 cm)K 5 (diamètre 2 cm)K 7 (diamètre 2,5 cm)",,Première moitié du XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5005,5005.jpg,Conchotome,ORL,,458,Instrument servant à enlever les restes d’amygdales.,,Première moitié du XXème s.,bon.,Favre & Blanc,,"Pharmacie du Prieuré, Orbe"
529,IHM-0529.jpg,Support à écarteurs auriculaires,ORL,,458,,,20e s.,Bon,,,
530,IHM-0530.jpg,Ecarteurs auriculaires,ORL,,458,,,20e s.,Bon,,,
531,IHM-0531.jpg,Ecarteurs auriculaires,ORL,,458,,,20e s.,Bon,,,
532,IHM-0532.jpg,Ecarteurs auriculaires,ORL,,458,,,20e s.,Bon,,,
533,IHM-0533.jpg,Lots d’ampoules d’éclaireurs frontaux,ORL,,458,,,20e s.,Bon,,,
534,IHM-0534.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
535,IHM-0535.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
536,IHM-0536.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
537,IHM-0537.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
