1094723602,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13702 30u,,Book,None,2005-06-06,3000 - Prêt 28 j.,Manual of dermatology,"Pillsbury, Donald M",W B Saunders,Philadelphia [etc.] :,1943,,3016
1096131470,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 16969 30u,,Book,None,2008-06-25,3000 - Prêt 28 j.,Saggio teorico-pratico sulle malattie cutanee sordide osservate nel regio spedale di Bonifazio di Firenze,"Chiarugi, Vincenzo",Ed riviste scientifiche,Firenze :,1989,,3016
1096134560,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 17946 30u,,Book,None,2009-11-02,3000 - Prêt 28 j.,Précis de dermatologie,"Dubreuilh, William Auguste",Doin,Paris :,1904,,3016
1093127025,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1969 30u,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Fadenpilzerkrankungen des Menschen,"Stein, Robert Otto",JF Lehmann's,München :,1914,,3016
1093128720,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2039 30u,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les maladies de lumière et leur traitement,"Jausion, Hubert",Masson,Paris :,1933,,3016
1096622313,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20683 30u,,Book,None,2012-07-19,3000 - Prêt 28 j.,"Diagnostische Übungen Dermatologie : Bilder, Fragen, Antworten","Levene, Gerald M",Ed Medizin,Weinheim :,1987,3527153276; 9783527153275,3016
1092358305,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2182 30u,,Book,None,1997-03-03,3000 - Prêt 28 j.,La blennorrhagie et ses complications,"Dind, Emile",F Rouge,Lausanne :,1902,,3016
1092329550,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2186 30u,,Book,Loan,Status: 528 - EN EXPOSITION,,,1997-03-03,3000 - Prêt 28 j.,Les maladies vénériennes,"Cornaz, Georges",Payot,Lausanne ;,[ca 1910],,3016
1096156363,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2189 30u,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis de dermatologie,"Darier, Jean",Masson,Paris :,1909,,3016
1092833275,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2285 30u,,Book,None,1997-03-03,3000 - Prêt 28 j.,"La dermatologie en clientèle : ""l'indispensable en dermatologie""","Gougerot, Henri",Maloine,Paris :,1939,,3016
