1094687368,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 10530 72,,Book,None,2002-03-27,3000 - Prêt 28 j.,Un tratado nazarí sobre alimentos : al-kalam alà l-agdiya de al-arbuli,,Arráez; Ayuntamiento de Arboleas,Almería :,2000,8489606234; 9788489606234,72
1094685400,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11155 72,,Book,None,2003-01-14,3000 - Prêt 28 j.,Studying the organisation and delivery of health services : research methods,,Routledge,London [etc.] :,2002,041525762X; 9780415257626; 0415257638; 9780415257633,72
1094685475,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11199 72,,Book,None,2003-01-28,3000 - Prêt 28 j.,"Smoking : risk, perception, & policy",,Sage Publ,Thousand Oaks [etc.] :,cop. 2001,0761923802; 9780761923800; 0761923810; 9780761923817,72
1094685602,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11314 72,,Book,None,2003-02-25,3000 - Prêt 28 j.,Ricerche fisiche intorno alla salubrità dell'aria : con un articolo di Alessandro Volta sull'eudiometria,"Landriani, Marsilio",Giunti,Firenze :,1995,8809207610; 9788809207615,72
1094721719,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1139 72,,Book,None,1997-03-03,3000 - Prêt 28 j.,Le petit manuel des mères : comment soigner nos enfants?,"Champendal, Marguerite",E Flammarion,Paris :,[1936],,72
1094684647,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11503 72,,Book,None,2003-04-15,3000 - Prêt 28 j.,Précis d'hygiène,"Macaigne, Maxime",J-B Baillière,Paris :,1922,,72
1094709852,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11774 72,,Book,None,2003-07-23,3000 - Prêt 28 j.,Medicine moves to the mall,"Sloane, David Charles",The Johns Hopkins University Press,Baltimore [etc.] :,cop. 2003,080187064X; 9780801870644,72
1094708091,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12025 72,,Book,None,2003-11-19,3000 - Prêt 28 j.,Understanding self-help mutual aid : experiential learning in the commons,"Borkman, Thomasina Jo",Rutgers Univ Press,New Brunswick [etc.] :,cop. 1999,0813526299; 9780813526294; 0813526302; 9780813526300,72
1094707120,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12507 72,,Book,None,2004-04-26,3000 - Prêt 28 j.,"Dicing with death : chance, risk and health","Senn, Stephen",Cambridge University Press,Cambridge [etc.] :,2003,0521832594; 9780521832595; 0521540232; 9780521540230,72
1094706807,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12639 72,,Book,None,2004-06-25,3000 - Prêt 28 j.,Women's health : complexities and differences,,Ohio State Univ Press,Columbus :,cop. 1997,0814207049; 9780814207048; 0814207057; 9780814207055,72
1094706836,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12657 72,,Book,None,2004-06-29,3000 - Prêt 28 j.,The clinical experience : the construction and reconstruction of medical reality,"Atkinson, Paul, 1947-",Ashgate,Aldershot :,1997,1856285774; 9781856285773,72
1094725161,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13072 72,,Book,None,2004-12-23,3000 - Prêt 28 j.,"Health, disease and society in Europe 1800-1930 : a source book",,Manchester Univ Press,Manchester [etc.] :,2004,0719067391; 9780719067396; 0719067383; 9780719067389,72
1094725177,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13094 72,,Book,None,2005-01-12,3000 - Prêt 28 j.,"Medicine, media and morality : Pulitzer Prize-Winning writings on health-related topics","Fischer, Heinz-Dietrich",Krieger,Malabar :,1992,0894646923; 9780894646928,72
1094725236,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13099 72,,Book,None,2005-01-12,3000 - Prêt 28 j.,Globalization and health,,Brill,Leiden [etc.] :,2004,9004141456; 9789004141452,72
1094725410,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13243 72,,Book,None,2005-02-01,3000 - Prêt 28 j.,"Humanities in medicine : beyond the millennium : a summary of the proceedings of the first Windsor Conference, Cumberland Lodge, Windsor Great Park, 12th & 13th March 1998",,Nuffield,London :,cop. 1999,1902089243; 9781902089249,72
1094724650,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13425 72,,Book,None,2005-03-21,3000 - Prêt 28 j.,Demain la santé,"Villedieu, Yanick",Québec science,Sillery :,1976,,72
1094724651,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13426 72,,Book,None,2005-03-21,3000 - Prêt 28 j.,Chère médecine,"Rentchnick, Pierre",PM Favre,Lausanne :,cop. 1979,282890025X,72
1094724654,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13429 72,,Book,None,2005-03-21,3000 - Prêt 28 j.,Recherche en organisation sanitaire et techniques de management,"Grundy, Fred",OMS,Genève :,1973,,72
1094724660,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13433 72,,Book,None,2005-03-22,3000 - Prêt 28 j.,Health in 1980-1990 : a predictive study based on an international inquiry,"Selby, Philip",S Karger,Basel ;,1974,3805517785; 9783805517782,72
1094723389,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13599 72,,Book,None,2005-05-10,3000 - Prêt 28 j.,The management of normality : critical essays in health and welfare,"Swaan, Abram de",Routledge,London ;,1990,0415032008; 9780415032001,72
1094723460,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13617 72,,Book,None,2005-05-18,3000 - Prêt 28 j.,Emerging illnesses and society : negotiating the public health agenda,,The Johns Hopkins Univ Press,Baltimore [etc.] :,2004,0801879426; 9780801879425,72
1094723495,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13669/1 72,,Book,None,2005-05-27,3000 - Prêt 28 j.,Santé et droits de l'homme,,Médecine & Hygiène,Genève :,2004-2006,2880491614; 9782880491611; 9782880492267; 2880492262; 9782880492120; 2880492122,72
1096111319,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13669/1 72,HMA 13669/2 | 72,Book,None,2006-11-07,3000 - Prêt 28 j.,Santé et droits de l'homme,,Médecine & Hygiène,Genève :,2004-2006,2880491614; 9782880491611; 9782880492267; 2880492262; 9782880492120; 2880492122,72
1094723492,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13671 72,,Book,None,2005-05-27,3000 - Prêt 28 j.,"Une nouvelle approche de la différence : comment repenser le ""handicap"", sur la base des actes du congrès organisé par Pro Infirmis Vaud à l'EPFL, le 12 octobre 2000",,Ed Médecine & Hygiène,Genève :,2001,2880491630; 9782880491635,72
1094723697,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13760 72,,Book,None,2005-07-04,3000 - Prêt 28 j.,L'insaisissable pratique : travail éducatif auprès de personnes souffrant de handicap : étude pilote,"Coquoz, Joseph",Ed EESP,Lausanne :,2004,288284042X; 9782882840424,72
1094721670,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14546 72,,Book,None,2006-04-12,3000 - Prêt 28 j.,Unhealthy health policy : a critical anthropological examination,,Altamira Press,Walnut Creek [etc.] :,cop. 2004,0759105103; 9780759105102; 0759105111; 9780759105119,72
1094721678,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14552 72,,Book,None,2006-04-19,3000 - Prêt 28 j.,Humanities and the health sciences : a collaborative project for faculty development and curricular revision : a Puerto Rican experience,,Scripta Humanistica,Potomac Md :,2001,1882528336; 9781882528332,72
1094721046,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14756 72,,Book,None,2006-06-21,3000 - Prêt 28 j.,Tant qu'on a la santé : les déterminants socio-économiques et culturels de la santé dans les relations sociales entre les femmes et les hommes,,IUED; DDC; Commission nationale suisse pour l'UNESCO,Berne :,1999 ([Fribourg] :,,72
1094721161,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14790 72,,Book,None,2006-06-22,3000 - Prêt 28 j.,Women's health care : activist traditions and institutional change,"Weisman, Carol Sachs",The Johns Hopkins University Press,Baltimore :,1998,0801858259; 9780801858253; 0801858267; 9780801858260,72
