1099027327,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 10577 45a,,Book,None,2002-04-30,2000 - Exclu du prêt à domicile,Experimental surgery,"Senn, Nicholas",The Classics of Surgery Library,Birmingham Al. :,cop. 1986,,450
1094706859,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12553 45a,,Book,None,2004-05-18,3000 - Prêt 28 j.,The surgery of Roland of Parma,"Rolandus, de Parma",XLibris Corporation,[S.l.] :,cop. 2002,1401063861; 9781401063863; 1401063853; 9781401063856,450
1094706067,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12865/1 45a,,Book,None,2004-08-31,3000 - Prêt 28 j.,The surgery,"Henri, de Mondeville",XLibris Corp,[Philadelphia] :,cop. 2003,1413415490; 9781413415490; 1413415504; 9781413415506,450
1094706066,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12865/1 45a,HMA 12865/2 | 45a,Book,None,2004-08-31,3000 - Prêt 28 j.,The surgery,"Henri, de Mondeville",XLibris Corp,[Philadelphia] :,cop. 2003,1413415490; 9781413415490; 1413415504; 9781413415506,450
1094706068,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12866 45a,,Book,None,2004-08-31,3000 - Prêt 28 j.,The surgery,"Lanfranco, de Milan",Xlibris Corp,[Philadelphia] :,cop. 2003,1401088686; 9781401088682; 1401088694; 9781401088699,450
1094706069,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12868 45a,,Book,None,2004-08-31,3000 - Prêt 28 j.,The surgery,"Guillaume, De Salicet",Xlibris Corp,[Philadelphia] :,cop. 2002,1401085725; 9781401085728; 1401085733; 9781401085735,450
1094706070,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12870 45a,,Book,None,2004-08-31,3000 - Prêt 28 j.,The surgery,"Jehan, Yperman",Xlibris Corp,[Philadelphia] :,2002,1401077390; 9781401077396; 1401077404; 9781401077402,450
1094723290,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13546 45a,,Book,Missing,2005-04-28,3000 - Prêt 28 j.,Advances in modern surgery,"Sauerbruch, Ferdinand",Jackson,Glasgow :,1937,,450
1094723366,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 13623 45a,,Book,None,2005-05-19,3000 - Prêt 28 j.,La chirurgie : Codex Sloane 1977,,Ed Medicina rara,[Stuttgart] :,[ca. 1975],,450
1094721156,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14780 45a,,Book,None,2006-06-22,3000 - Prêt 28 j.,Contribution à la pathogénie de l'appendicite,"Grigoroff, Stamen",sn,Genève :,1905,,450
1094721173,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14784 45a,,Book,None,2006-06-22,3000 - Prêt 28 j.,De l'emploi des rayons X avant l'appendicectomie,"Roux, Jacques, Dr en méd",Impr A Dénéréaz-Spengler,Lausanne :,1913,,450
1094073657,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14784 45a,HMA 5566 | 48,Book,None,1997-11-18,3000 - Prêt 28 j.,De l'emploi des rayons X avant l'appendicectomie,"Roux, Jacques, Dr en méd",Impr A Dénéréaz-Spengler,Lausanne :,1913,,450
1094721178,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14791 45a,,Book,None,2006-06-22,3000 - Prêt 28 j.,De l'incision et de la suture de la paroi abdominale dans l'opération de l'appendicite,"Cadeau, J.",A Michalon,Paris :,1909,,450
1094721180,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14793 45a,,Book,None,2006-06-22,3000 - Prêt 28 j.,Ein Fall von Appendicitis aktinomycotica,"Spickenbaum, Heinrich",H Fiencke,Kiel :,1900,,450
1094721194,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 14831 45a,,Book,None,2006-06-27,3000 - Prêt 28 j.,Über Appendicitis,"Kneisz, Walther",CA Kaemmerer,Halle a. S. :,1901,,450
