ID,Date,Title,ISBN,Classification
1096114148,1997-03-03,Death in childbirth : an international study of maternal care and maternal mortality : 1800 - 1950,0198229976; 9780198229971,D45h
1096114546,2008-01-14,Power and the profession of obstetrics,0226027287; 9780226027289,D45h
1094687562,2002-06-11,Regulating menstruation,0226847438; 9780226847436; 0226847446; 9780226847443,D45h
1094672415,2001-09-11,"Body talk : rhetoric, technology, reproduction",0299167909; 9780299167905; 0299167941; 9780299167943,D45h
1094647671,2000-03-10,What a blessing she had chloroform : the medical and social response to the pain of childbirth from 1800 to the present,0300075979; 9780300075977,D45h
1097426584,2017-03-30,"Pain, pleasure, and American childbirth : from the twilight sleep to the read method, 1914-1960",0313240760; 9780313240768,D45h
1094073549,1997-09-23,Feminizing venereal disease : the body of the prostitute in nineteenth-century medical discourse,0333639235; 9780333639238; 0333639243; 9780333639245,D45h
1094721652,1997-03-03,Safer childbirth? : a critical history of maternity care,0412337401; 9780412337406,D45h
1096111033,1997-03-03,The art of midwifery : early modern midwives in Europe,0415064252; 9780415064255,D45h
1094073163,1997-07-28,"Midwives, society and childbirth : debates and controversies in the modern period",0415133289; 9780415133289,D45h
1094706779,2004-05-19,"The disease of virgins : green sickness, chlorosis and the problems of puberty",0415226627; 9780415226622,D45h
1094005925,1999-07-12,A history of women's bodies,0465030297; 9780465030293,D45h
1094723516,2005-05-25,Blood magic : the anthropology of menstruation,0520063503; 9780520063501; 0520060857; 9780520060852,D45h
1094006093,1999-07-27,Encounters with aging : mythologies of menopause in Japan and North America,0520082214; 9780520082212,D45h
1094082335,1998-07-20,Childbirth and authoritative knowledge : cross-cultural perspectives,0520206258; 9780520206250; 0520207858; 9780520207851,D45h
1097426737,1997-03-03,Contraception and abortion from the ancient world to the Renaissance,0674168755; 9780674168756,D45h
1094721144,2006-07-20,Disembodying women : perspectives on pregnancy and the unborn,0674212673; 9780674212671,D45h
1094073162,1997-07-25,Eve's herbs : a history of contraception and abortion in the West,067427024X; 9780674270244,D45h
1094684811,2003-06-03,"Reproductive technologies : gender, motherhood and medicine",0745602088; 9780745602080,D45h
1093234091,1997-03-03,The stork and the syringe : a political history of reproductive medicine,0745608213; 9780745608211; 0745611877; 9780745611877,D45h
1094670641,2001-04-17,Maternal measures : figuring caregiving in the early modern period,0754600319; 9780754600312,D45h
1094707760,2004-02-04,The manner born : birth rites in cross-cultural perspective,0759102643; 9780759102644; 0759102651; 9780759102651,D45h
1097426672,2014-03-20,"Reproducing the womb : images of childbirth in science, feminist theory, and literature",0801429455; 9780801429453; 0801481619; 9780801481611,D45h
1094005626,1997-06-24,Perilous chastity : women and illness in pre-Enlightenment art and medicine,0801430267; 9780801430268; 0801482151; 9780801482151,D45h
1094672419,2001-09-11,"The technology of orgasm : hysteria, the vibrator, and women's sexual satisfaction",0801866464; 9780801866463,D45h
1094722584,1997-03-03,"Women's bodies : a social history of women's encounter with health, ill-health, and medicine",0887388485; 9780887388484,D45h
1096111032,1997-03-03,Milestones in midwifery ; and The secret instrument : the birth of the midwifery forceps,093040520X; 9780930405205,D45h
1094082929,1999-01-11,Obstetrics and gynecology : a history and iconography,0930405625; 9780930405625,D45h
1094721749,2006-05-02,Menstruation : a cultural history,1403939357; 9781403939357,D45h
1096896480,2014-02-13,Imaging and imagining the fetus : the development of obstetric ultrasound,1421407930; 9781421407937,D45h
1094670769,2001-03-01,"Birth chairs, midwives, and medicine",1578061717; 9781578061716; 1578061725; 9781578061723,D45h
1094708144,2003-11-05,The history of medications for women : materia medica woman,1850700028; 9781850700029,D45h
1094669889,2000-11-20,The history of obstetrics and gynaecology,1850700400; 9781850700401,D45h
1094685521,2003-02-07,Reading birth and death : a history of obstetric thinking,1859181767; 9781859181768; 1859181775; 9781859181775,D45h
1094722583,1997-03-03,La femme et les médecins : analyse historique,2010082990; 9782010082993,D45h
1096112006,1997-03-03,Naissances : l'accouchement avant l'âge de la clinique,2020063085; 9782020063081,D45h
1094708122,2003-11-17,Histoire de l'avortement : XIXe-XXe siècle,202054136X; 9782020541367,D45h
1094667365,2000-10-13,Histoire des mères et de la maternité en Occident,2130504256; 9782130504252,D45h
1094724127,1997-03-03,L'arbre et le fruit : la naissance dans l'Occident moderne (XVIe-XIXe siècle),2213013799; 9782213013794,D45h
1094724720,1997-03-03,La sage-femme ou le médecin : une nouvelle conception de la vie,2213019185; 9782213019185,D45h
1094647961,1999-12-17,Naître à l'hôpital au XIXe siècle,2701125693; 9782701125695,D45h
1096896763,2014-08-18,L'accouchement sans douleur : histoire d'une révolution oubliée,2708237519; 9782708237513,D45h
