ID,Date,Title,ISBN,Classification
1094724292,1997-03-03,Histoire de la pharmacie et de l'industrie pharmaceutique,2865420068,D16a
1093169822,1997-03-03,Mysterious heparin : the key to open heart surgery,0075510049; 9780075510048,D16a
1096134757,1997-03-03,"Murder, magic, and medicine",0198558546; 9780198558545; 019855561X; 9780198555612,D16a
1096111229,2007-01-16,An illustrated history of the herbals,0231040024; 9780231040020,D16a
VD2411865,2008-06-05,An illustrated history of the herbals,0231040024; 9780231040020,D16a
1094670887,2001-07-19,Sexual chemistry : a history of the contraceptive pill,0300089430; 9780300089431,D16a
1094708117,2003-11-17,Marihuana : the first twelve thousand years,0306404966; 9780306404962,D16a
1094649788,2000-10-17,Opium : a history,0312186436; 9780312186432; 0312206674; 9780312206673,D16a
1096622322,1997-03-03,"The aspirin wars : money, medicine, and 100 years of rampant competition",0394578945; 9780394578941,D16a
1097425004,2016-06-23,Kremers und Urdang's history of pharmacy,0397520743; 9780397520749,D16a
1094672434,2001-09-06,Cocaine : global histories,0415192471; 9780415192477; 0415220017; 9780415220019,D16a
1094672288,2002-01-15,"Magic bullets, lost horizons : the rise and fall of antibiotics",0415272041; 9780415272049; 0415272033; 9780415272032,D16a
1094723656,2005-06-30,Interferon : the science and selling of a miracle drug,0415342465; 9780415342469,D16a
1094709923,2003-09-16,The world of caffeine : the science and culture of the world's most popular drug,0415927226; 9780415927222; 0415927234; 9780415927239,D16a
1094672427,2001-09-06,The story of Taxol : nature and politics in the pursuit of an anti-cancer drug,052156123X; 9780521561235,D16a
1094667728,2000-06-09,Writing on drugs,0571196160; 9780571196166,D16a
1094670927,2001-08-07,Forces of habit : drugs and the making of the modern world,0674004582; 9780674004580,D16a
1094705864,2004-08-17,Nature's pharmacy : a history of plants and healing,0712618325; 9780712618328,D16a
1094687395,2002-04-11,Dark remedy : the impact of Thalidomide and its revival as a vital medicine,0738204048; 9780738204048,D16a
1096899337,2009-10-26,A social history of medicines in the twentieth century : to be taken three times a day,0789018446; 9780789018441; 0789018454; 9780789018458,D16a
1093200612,1997-03-03,Quinine's predecessor : Francesco Torti and the early history of cinchona,0801844665; 9780801844669,D16a
