ID,Date,Title,ISBN,Classification
1094683980,2003-11-03,Techniques of the observer : on vision and modernity in the nineteenth century,0262031698; 9780262031691; 0262531070; 9780262531078,D30s
1094670473,2001-06-14,Blindness : the history of a mental image in Western thought,0415927420; 9780415927420; 0415927439; 9780415927437,D30s
1093055337,1997-03-03,History of ophtalmology,0792302737; 9780792302735,D30s
1093055338,1997-03-03,History of ophtalmology,0792308263; 9780792308263,D30s
1093112669,1997-03-03,History of ophtalmology,0792315456; 9780792315452,D30s
1093173928,1997-03-03,History of ophtalmology,0792320530; 9780792320531,D30s
1093282434,1997-04-26,History of ophtalmology,079233101X; 9780792331018,D30s
1094082098,1998-07-06,The history of ophtalmology,0865423784; 9780865423787,D30s
1093055331,1997-03-03,History of ophtalmology,0898383668; 9780898383669,D30s
1096111182,2007-01-24,History of ophtalmology,091409825X; 9780914098256,D30s
1094725181,2005-01-10,De la neutralisation cornéenne aux verres de contact : étude historique des principes et des applications des systèmes de contact oculaire dans le contexte des connaissances du XVIe siècle à la première moitié du XXe,2284039936; 9782284039938,D30s
1094725180,2005-01-10,De la neutralisation cornéenne aux verres de contact : étude historique des principes et des applications des systèmes de contact oculaire dans le contexte des connaissances du XVIe siècle à la première moitié du XXe,2284039936; 9782284039938,D30s
1094725173,2005-01-10,De la neutralisation cornéenne aux verres de contact : étude historique des principes et des applications des systèmes de contact oculaire dans le contexte des connaissances du XVIe siècle à la première moitié du XXe,2284039936; 9782284039938,D30s
1096115940,2008-04-03,"Vivre sans voir : les aveugles dans la société française, du Moyen Age au siècle de Louis Braille",2913610250; 9782913610255,D30s
1096115946,2008-04-03,Visages mythiques de la cécité : de l'Antiquité au Moyen Age,2960004205; 9782960004205,D30s
1097426711,2017-03-14,Augenheilkunde von 1899 bis 1954 gelebt und gezeichnet : der Nachlass von Dr med Arthur Gloor-Largiadèr in der Zentralbibliothek Solothurn,3037540974; 9783037540978,D30s
1094725459,2005-02-03,Geschichte der Augenheilkunde,3432937520; 9783432937526,D30s
1096624148,2012-12-13,The iris in eighteenth-century physiology,3456810229; 9783456810225,D30s
1093213318,1997-03-03,Geschichte der Augenheilkunde,3487064626; 9783487064628; 3487064634; 9783487064635; 3487064642; 9783487064642; 3487064650; 9783487064659; 3487064669; 9783487064666; 3487064677; 9783487064673; 3487064685; 9783487064680,D30s
1093213319,1997-03-03,Geschichte der Augenheilkunde,3487064626; 9783487064628; 3487064634; 9783487064635; 3487064642; 9783487064642; 3487064650; 9783487064659; 3487064669; 9783487064666; 3487064677; 9783487064673; 3487064685; 9783487064680,D30s
1093213320,1997-03-03,Geschichte der Augenheilkunde,3487064626; 9783487064628; 3487064634; 9783487064635; 3487064642; 9783487064642; 3487064650; 9783487064659; 3487064669; 9783487064666; 3487064677; 9783487064673; 3487064685; 9783487064680,D30s
1093213321,1997-03-03,Geschichte der Augenheilkunde,3487064626; 9783487064628; 3487064634; 9783487064635; 3487064642; 9783487064642; 3487064650; 9783487064659; 3487064669; 9783487064666; 3487064677; 9783487064673; 3487064685; 9783487064680,D30s
1093213322,1997-03-03,Geschichte der Augenheilkunde,3487064626; 9783487064628; 3487064634; 9783487064635; 3487064642; 9783487064642; 3487064650; 9783487064659; 3487064669; 9783487064666; 3487064677; 9783487064673; 3487064685; 9783487064680,D30s
1093213323,1997-03-03,Geschichte der Augenheilkunde,3487064626; 9783487064628; 3487064634; 9783487064635; 3487064642; 9783487064642; 3487064650; 9783487064659; 3487064669; 9783487064666; 3487064677; 9783487064673; 3487064685; 9783487064680,D30s
1093213324,1997-03-03,Geschichte der Augenheilkunde,3487064626; 9783487064628; 3487064634; 9783487064635; 3487064642; 9783487064642; 3487064650; 9783487064659; 3487064669; 9783487064666; 3487064677; 9783487064673; 3487064685; 9783487064680,D30s
1094723583,2005-06-14,Die Augenheilkunde der Alten,3615002989; 9783615002980,D30s
1094725486,2005-03-09,"Medicaments used in the treatment of eye diseases in Egypt, the countries of the Near East, India and China in antiquity",8774926144; 9788774926146,D30s
1096898046,2015-01-23,Ocularistes et yeux artificiels : de l'Antiquité au XXe siècle,9782343051123; 2343051127,D30s
1096623430,2012-12-13,Essai sur l'éducation des aveugles,9782903928223; 2903928223,D30s
1096112377,2007-04-02,Looking at eyes and faces : ophtalmologic water-colours drawn largely by physician-artists Vienna late 18th and 19th centuries,9783700136675; 3700136676,D30s
1096111231,2007-01-16,A history of ophtalmology,none,D30s
1096114069,2007-12-05,Beiträge zur Geschichte der Ophtalmologie = Contributions to the history of ophtalmology = Contributions à l'histoire de l'ophtalmologie,none,D30s
1096160365,2011-06-30,20 syndromes oculaires hérédo-familiaux et congénitaux,none,D30s
1096160325,2011-07-13,Kinderheilkunde in Tübingen von 1800 bis 1919,none,D30s
1096624037,2012-12-13,Abhandlung über die physiologische Untersuchung des Sehorgans und des Hautsystems,none,D30s
RERO-10582526,2009-09-28,Grands textes sur l'optique : XVIIIe-XIXe siècles,none,D30s
RERO-17006981,2015-09-02,Grands textes sur l'optique : XVIIIe-XIXe siècles,none,D30s
1093228544,1997-03-03,"Die Erfindung der Ophtalmoskopie : dargestellt in den Originalbeschreibungen der Augenspiegel vom Helmholtz, Ruete und Giraud-Teulon",none,D30s
1094725033,1997-04-26,In the eye's mind : vision and the Helmholtz-Hering controversy,none,D30s
1092246788,1997-03-03,Entwicklung der Augenheilkunde im 18. und 19. Jahrhundert mit besonderer Berücksichtigung der Schweiz,none,D30s
1094667559,2000-08-21,Entwicklung der Augenheilkunde im 18. und 19. Jahrhundert mit besonderer Berücksichtigung der Schweiz,none,D30s
1093045179,1997-03-03,Renaissance der Augenheilkunde : 1540-1630,none,D30s
1094647722,2000-03-06,Les lunettes à travers les âges : contribution à l'histoire de l'ophtalmologie,none,D30s
1094723664,2005-08-02,The use of eyeglasses,none,D30s
1094723663,2005-08-02,The history of strabismology,none,D30s
1094723735,2005-08-02,The history of contact lenses,none,D30s
1094723734,2005-08-02,The history of contact lenses,none,D30s
1094723736,2005-08-02,IBBO : international biography and bibliography of ophtalmologists and vision scientists,none,D30s
1094723737,2005-08-02,IBBO : international biography and bibliography of ophtalmologists and vision scientists,none,D30s
1096115945,2008-04-03,Figures littéraires de la cécité : du Moyen Age au XXe siècle,none,D30s
1096131363,2008-07-16,La Lettre sur les aveugles de Denis Diderot (1749),none,D30s
1096131368,2008-07-16,La Lettre sur les aveugles de Denis Diderot (1749),none,D30s
1096131367,2008-07-16,Cultures visuelles au XIXe siècle,none,D30s
1096131364,2008-07-16,Cultures visuelles au XIXe siècle,none,D30s
1096131365,2008-07-16,Les aspects culturels de la vision et les autres modalités perceptives,none,D30s
1096131366,2008-07-16,Les aspects culturels de la vision et les autres modalités perceptives,none,D30s
1096131346,2008-07-16,Les aspects culturels de la vision et les autres modalités perceptives,none,D30s
1096131345,2008-07-16,Correspondances sensorielles,none,D30s
1096131344,2008-07-16,[Regard et cécité dans l'antiquité classique et orientale],none,D30s
