ID,Date,Title,ISBN,Classification
1096898957,2015-06-11,Human anatomy,0132676915; 9780132676915,10
1096897526,2014-10-30,Essentials of human anatomy,0192614355; 9780192614353,10
1096898990,2015-06-19,Cunningham's manual of practical anatomy,0192631187; 9780192631183; 0192631225; 9780192631220; 0192631209; 9780192631206,10
1092973693,1997-03-03,Cajal on the cerebral cortex : an annotated translation of the complete writings,0195052803; 9780195052800,10
1096111232,2007-01-16,"The Hunterian lectures in comparative anatomy : May-June, 1837",0226641899; 9780226641898; 0226641902; 9780226641904,10
1096896836,2014-10-31,Pocket examiner in regional and clinical anatomy,0272796212; 9780272796214,10
1096896831,2014-10-31,Functional anatomy of the digestive system,027300123X; 9780273001232,10
1096896832,2014-10-31,Functional anatomy of the urogenital system,0273001248; 9780273001249,10
1096896820,2014-10-30,Clinical anatomy for medical students,031680203; 031680204,10
1096897725,2014-11-14,The human brain and spinal cord : functional neuroanatomy and dissection guide,0387907416; 9780387907413; 3540907408; 9783540907404,10
1094006275,1999-09-13,The body reader : social aspects of the human body,0394487923; 9780394487922; 0394733193; 9780394733197,10
1096898589,2015-04-30,Hollinshead's textbook of anatomy,0397512562; 9780397512560,10
1094684719,2003-05-08,The body in everyday life,0415162009; 9780415162005; 0415162017; 9780415162012,10
1096897622,2014-11-20,Anatomy and physiology for nurses,0433121025; 9780433121022,10
1096898794,2015-06-04,Anatomical techniques,0443007179; 9780443007170,10
1096897360,2014-11-17,"Essential anatomy, and some clinical applications",0443011818; 9780443011818,10
1096897635,2014-11-13,Regional anatomy illustrated,0443016151; 9780443016158,10
1096897718,2014-11-17,Functional histology : a text and colour atlas,0443016585; 9780443016585; 0443016577; 9780443016578,10
1096898297,2015-06-04,"Essential anatomy, and some clinical applications",0443020035; 9780443020032,10
1096898797,2015-06-04,Gray's anatomy,0443041776; 9780443041778,10
RERO-10598198,2009-10-06,Hunter's lectures of anatomy,0444409106; 9780444409102,10
1096896823,2014-10-30,Principles of anatomy and physiology,0471366927; 9780471366928,10
1096898808,2015-06-05,Principles of anatomy and physiology,0471718718; 9780471718710; 0471689343; 9780471689348; 9780471689343,10
1094707535,2004-03-09,Albinus on anatomy : with 80 original Albinus plates,048625836X; 9780486258362,10
1094006277,1999-09-13,"The body as a medium of expression : essays based on a course of lectures given at the Institute of Contemporary Arts, London",0525069429; 9780525069423,10
1096898796,2015-06-04,"A Companion to medical studies : anatomy, biochemistry, and physiology",0632012560; 9780632012565,10
1096899353,2015-09-17,Grant's Atlas of Anatomy,0683002112; 9780683002119,10
1096898812,2015-06-05,Grant's method of anatomy : by regions descriptive and deductive,0683003739; 9780683003734,10
1096898969,2015-06-10,Grant's method of anatomy : a clinical problem-solving approach,0683003747; 9780683003741; 0683098888; 9780683098884,10
1096899354,2015-09-17,"An atlas of anatomy : by regions : upper limb, abdomen, perineum, pelvis, lower limb [...]",0683037293; 9780683037296,10
1096897735,2014-11-14,Grant's dissector,0683075594; 9780683075595,10
1096897734,2014-11-14,Grant's dissector,0683075608; 9780683075601,10
1096897737,2014-11-14,Grant's dissector,0683094343; 9780683094343,10
1096896859,2014-11-07,Guide to human anatomy,0721612032; 9780721612034,10
1096896821,2014-10-30,Anatomy : a regional study of human structure,0721640176; 9780721640174,10
1096898590,2015-04-30,A colour atlas of human anatomy,0723408823; 9780723408826,10
1096896818,2014-10-28,Human cross-sectional anatomy : pocket atlas of body sections and CT images,075061241X; 9780750612418; 0750620285; 9780750620284,10
1094707430,2004-02-11,Five bodies : re-figuring relationships,0761943080; 9780761943082,10
1094670847,2001-04-23,"The social body : habit, identity and desire",0761966390; 9780761966395; 0761966404; 9780761966401,10
1094725289,2005-01-17,"The body in culture, technology and society",0761971238; 9780761971238; 0761971246; 9780761971245,10
1094667573,2000-08-16,Five bodies : the human shape of modern society,0801417279; 9780801417276,10
1096897524,2014-10-30,Anatomy : a regional atlas of the human body,0806703229; 9780806703220; 3541703229; 9783541703227,10
1096898792,2015-06-04,Anatomy as a basis for clinical medicine,0806708727; 9780806708720; 3541708727; 9783541708727,10
1096898291,2015-06-04,Sectional anatomy and tomography of the head,080890700X; 9780808907008,10
1096899358,2015-09-17,Clinical anatomy,0838512593; 9780838512593,10
1096897730,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1096897729,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1096897728,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1096897727,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1096897726,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1093255069,1997-04-26,Steno on muscles : containing Stensen's myology in historical perspective,0871698412; 9780871698414,10
1096899355,2015-09-17,Atlas of human anatomy,0914168193; 9780914168195,10
1096115668,2008-06-03,The arteries,0941432270; 9780941432276,10
1093329566,1997-03-03,"From Anatomia Hepatis : (the anatomy of the liver), 1654",0951669338; 9780951669334,10
1096621073,2012-05-31,The cause and management of hirsutism : a practical approach to the control of unwanted hair,1850701741; 9781850701743; 0940813041; 9780940813045,10
1094670873,2001-05-30,L'homme de René Descartes,2213604770; 9782213604770,10
1099026919,2002-04-17,De humani corporis fabrica,225119004X; 9782251190044,10
1094708157,2003-11-06,De formatione intestinorum = La formation des intestins (1768-1769),2503522521; 9782503522524,10
VD2248084,2007-05-30,De formatione intestinorum = La formation des intestins (1768-1769),2503522521; 9782503522524,10
1096132261,2008-09-08,Soma & [et] séma : figures du corps,2706818239; 9782706818233,10
1094667314,2000-11-14,L'expressivité du corps : recherche sur les fondements de la théâtralité,2711300226; 9782711300228,10
1096897359,2014-11-17,"Les parois du tronc : myologie, angéiologie, névrologie : schémas de travaux pratiques à l'usage des étudiants en médecine",2711406733; 9782711406739,10
1096898757,2015-04-02,Usages culturels du corps,2738451837; 9782738451835,10
1094647606,2000-03-30,Usages culturels du corps,2738451837; 9782738451835,10
1096135628,2009-10-26,Approches de la culture matérielle : corps à corps avec l'objet,2738477674; 9782738477675,10
1094707187,2004-05-06,Le corps et ses mots : présentation de la Briefve [i.e. Brève] collection de l'administration anatomique d'Ambroise Paré avec translation,2747545016; 9782747545013,10
1096133441,2009-01-15,L'image et le corps : propos sur la représentation imagée du corps dans les mass-media,2747547728; 9782747547727,10
1096133440,2009-01-15,Le corps sens dessus dessous : regards des sciences sociales sur le corps,2747555739; 9782747555739,10
1099013282,2000-10-23,Manuel d'anatomie descriptive du corps humain,2840590239; 9782840590231; 2840590247; 9782840590248; 2840590255; 9782840590255; 2840590263; 9782840590262; 2840590271; 9782840590279; 284059028X; 9782840590286,10
1094685059,2003-02-24,Vivae imagines partium corporis humani = Représentations animées des parties du corps humain,2840590611; 9782840590613,10
1094722505,2006-02-23,Le corps à coeur : essai sur le corps humain,2850496278; 9782850496271,10
1096158066,2010-07-27,"Cheveux, toisons et autres poils",2856166156; 9782856166154,10
1096899542,2015-11-11,Anatomie artistique de l'homme,2858690146; 9782858690145,10
1096112371,2007-03-28,Marcel Mauss et les techniques du corps,2916332014; 9782916332017,10
1096897527,2014-10-30,Taschenatlas der Zytologie und mikroskopischen Anatomie : für Studium und Praxis,3133486047; 9783133486040,10
1096897531,2014-10-30,Taschenatlas der Zytologie und mikroskopischen Anatomie für Studium und Praxis,3133486063; 9783133486064,10
1096897536,2014-10-30,"Allgemeine Anatomie ; Spezielle Anatomie I : Extremitäten, Rumpfwand",3133568019; 9783133568012,10
1096897534,2014-10-30,"Allgemeine Anatomie ; Spezielle Anatomie I : Extremitäten, Rumpfwand, Kopf, Hals",3133568035; 9783133568036,10
1096897535,2014-10-30,"Spezielle Anatomie II : Eingeweide, Nervensystem, Systematik der Muskeln und Leitungsbahnen",3133569031; 9783133569033,10
1096897532,2014-10-30,Medizinische Embryologie : die normale menschliche Entwicklung und ihre Fehlbildungen,3134466074; 9783134466072,10
1096897533,2014-10-30,Pocket atlas of human anatomy : based on the International Nomenclature,3135112012; 9783135112015,10
1096897528,2014-10-30,Color atlas and textbook of human anatomy : in 3 volumes,3135333019; 9783135333014,10
1096897529,2014-10-30,Color atlas and textbook of human anatomy : in 3 volumes,3135334015; 9783135334011,10
1096897530,2014-10-30,Color atlas and textbook of human anatomy : in 3 volumes,3135335011; 9783135335018,10
