ID,Date,Title,ISBN,Classification
1094649667,2000-07-24,The story of orthopaedics,0721671411; 9780721671413,D45j
1094684603,2003-04-03,"Artificial parts, practical lives : modern histories of prosthetics",0814761976; 9780814761977; 0814761984; 9780814761984,D45j
1094724684,1997-03-03,Fractures : a history and iconography of their treatment,0930405161; 9780930405168,D45j
1094724683,1997-03-03,The history of orthopaedics : an account of the study and practice of orthopaedics from the earliest times to the modern era,1850701458; 9781850701453; 0940813815; 9780940813816,D45j
1094685532,2003-02-11,The evolution of orthopaedic surgery,1853154695; 9781853154690,D45j
1094722219,1997-03-03,Le pied à travers l'histoire,2225825564; 9782225825569,D45j
1094724260,1997-03-03,La saga du pied,2903524068; 9782903524067; 290352405X; 9782903524050,D45j
1094724681,1997-04-26,Geschichte der Orthopädie im deutschen Sprachraum,3432252617; 9783432252612,D45j
1094684661,2003-04-29,Das Phänomen AO : Gründung und erste Jahre der Arbeitsgemeinschaft für das Studium der Osteosythese (1958-1963),3456836384; 9783456836386,D45j
1094724004,2005-09-14,Orthopädie im Wandel : die Herausbildung von Disziplin und Berufsstand in Bund und Kaiserreich (1815-1914),3515085009; 9783515085007,D45j
1094669895,2000-11-16,Geschichte der Unfallchirurgie,3540665471; 9783540665472,D45j
1094670476,2001-06-12,Orthopädie : Geschichte und Zukunft : Museumskatalog,3798511772; 9783798511774,D45j
1094670477,2001-06-12,Geschichte operativer Verfahren an den Bewegungsorganen,3798512310; 9783798512313,D45j
1096133162,2009-05-13,"Surgeons, manufacturers and patients : a transatlantic history of total hip replacement",9780230553149; 0230553141,D45j
1096133289,2009-02-19,Early development of total hip replacement,9780854841110; 0854841113,D45j
1096897908,2014-12-09,Aging bones : a short history of osteoporosis,9781421413181; 1421413183; 9781421413198; 1421413191,D45j
1096114188,2007-11-13,A history of limb amputation,9781846284434; 1846284430,D45j
1096621329,2011-11-03,"Les boiteux : mythes, génétique et chirurgie",9782296555297; 2296555292,D45j
1096897926,2014-12-18,Philosophie et principes mécaniques de l'ostéopathie,9782354320980; 2354320981,D45j
1096899685,2015-10-07,1963-2013 : un demi-siècle de chirurgie de la main en France,9782840239093; 2840239094,D45j
1096896943,2014-05-22,Die Geschichte der Orthopädie an der Universität Basel : Festschrift zum 50-jährigen Jubiläum,9783318025866; 3318025860,D45j
1094685535,2003-02-11,"Geschichte der Fusspflege : Pedicurie, Chiropodie, Podologie",none,D45j
1094705957,2004-08-24,Über die Geschichte der Osteotomie,none,D45j
1093078066,1997-03-03,Die Geschichte des Gipsverbandes,none,D45j
1096111416,2006-10-16,Die Knochenbrüche : Wege zur modernen Behandlung : das Tier im Dienste des medizinischen Fortschrittes,none,D45j
1094724682,1997-03-03,Geschichte der Orthopädie,none,D45j
1094073280,1997-08-06,"Menders of the maimed : the anatomical & physiological principles underlying the treatment of injuries to muscles, nerves, bones & joints",none,D45j
1094005805,1999-06-21,Historique du traitement des fractures de cuisse par l'appareillage,none,D45j
