1096623164,2012-08-29,A pocket manual of differential diagnosis,0316011061; 9780316011068,40
1096623163,2012-08-30,Problem-oriented medical diagnosis,0316293547; 9780316293549,40
1096623162,2012-08-30,Problem-oriented medical diagnosis,0316293598; 9780316293594,40
1096622301,2012-07-23,Diagnostic pathways in clinical medicine : an epidemiological approach to clinical problems,0443015147; 9780443015144,40
1096622546,2012-08-16,Differential diagnosis,0668034955; 9780668034951,40
1094687462,2002-05-15,Les mécanismes cognitifs du diagnostic médical : optimisation du raisonnement et expertise,213050387X; 9782130503873,40
1097426641,2017-02-01,Le raisonnement médical,2130556493; 9782130556497,40
1096622339,2012-07-11,Internistische Differentialdiagnostik,3136425022; 9783136425022,40
1096622341,2012-07-11,Differentialdiagnostische Leitprogramme in der inneren Medizin : Procedere,3540097945; 9783540097945; 0387097945; 9780387097947,40
1096896866,2014-05-08,The deadly dinner party & other medical detective stories,9780300125580; 0300125585; 9780300171266; 0300171269,40
1096899539,2015-11-11,Problem-oriented medical diagnosis,9780316293563; 0316293563,40
1096898433,2015-04-24,Exercises in diagnostic imaging : for MRCP and other postgraduate examinations,9780407006010; 040700601X,40
1096897112,2014-05-19,Diagnosis,9781846194641; 1846194644,40
1094082831,1998-12-17,An essay of health and long life,405118022,72
1096156337,2010-04-29,"Fit to be tied : sterilization and reproductive rights in America, 1950-1980",40016797557; 9780813545271; 0813545277,DMa
1096622428,2012-08-07,400 more self assessment picture tests in clinical medicine,0723415161; 9780723415169,E
