ID,Date,Title,ISBN,Classification
1093190941,1997-03-03,"Researches, chemical and philosophical, chiefly concerning nitrous oxyde",0407331506; 9780407331501,46
1096111429,2006-10-17,The case books of Dr. John Snow,0854840613; 9780854840618,46
VD2427776,2008-07-23,L'anesthésie au protoxyde d'azote,none,46
1093123710,1997-03-03,On the inhalation of the vapour of ether in surgical operations : containing a description of the various stages of etherization...,none,46
1093130149,1997-03-03,On chloroform and other anaesthetics : their action and administration,none,46
1093140134,1997-03-03,La narcose : théorie et pratique,none,46
1096899102,2015-07-14,Over lumbaalanaesthesie,none,46
1096899091,2015-07-14,L'anesthésie péridurale,none,46
1096899146,2015-08-20,L'anesthésie et l'analgésie péridurales,none,46
1093149191,1997-03-03,Inhalation anesthesia : a fundamental guide,none,46
1093149786,1997-03-03,"Précis d'anesthésie chirurgicale : anesthésies générale, rachidienne, loco-régionale",none,46
1093158036,1997-03-03,L'anesthésie par inhalation : techniques,none,46
1093176316,1997-03-03,L'anesthésie moderne en chirurgie,none,46
1092920544,1997-03-03,L'anesthésie régionale,none,46
1093189851,1997-03-03,"A study of the deaths associated with anesthesia and surgery : based on a study of 599548 anesthesias in 10 institutions, 1948-1952, inclusive",none,46
1093189863,1997-03-03,Local analgesia : head and neck,none,46
1093189877,1997-03-03,Lumbar puncture and spinal analgesia,none,46
1093190972,1997-03-03,Spinal epidural analgesia,none,46
1093190262,1997-03-03,A manual of anaesthetic techniques,none,46
1093190422,1997-03-03,Elements of pediatric anesthesia,none,46
1093190253,1997-03-03,Analgesia for midwives,none,46
1093190255,1997-03-03,Anaesthesia in operations for goitre,none,46
1093190257,1997-03-03,The practical management of pain in labour,none,46
1093190266,1997-03-03,Endotracheal anaesthesia,none,46
1093190277,1997-03-03,Physics for the anaesthetist : including a section on explosions,none,46
1093190288,1997-03-03,Anaesthetic accidents : the complications of general and regional anaesthesia,none,46
1093190299,1997-03-03,Local analgesia : abdominal surgery,none,46
1093190979,1997-03-03,Neurosurgical anaesthesia,none,46
1092877035,1997-03-03,Hypothermic anesthesia,none,46
1093190984,1997-03-03,Clinical uses of intravenous procaine,none,46
1093190994,1997-03-03,Resuscitation of the newborn,none,46
1093248146,1997-04-26,L'anesthésie locale : méthode du Professeur Reclus,none,46
1093248310,1997-04-26,A treatise on the inhalation of the vapour of ether for the prevention of pain in surgical operations,none,46
1094669877,2000-11-21,Trichlorethylene anaesthesia,none,46
1094669859,2000-11-23,Die Lumbalanästhesie,none,46
1094669862,2000-11-23,L'anesthésie au cyclopropane,none,46
1093364542,1997-03-03,"Introduction à l'étude de l'anesthésie : chimie, biochimie, physiologie...",none,46
1097425174,1997-03-03,Aspects actuels de l'anesthésiologie,none,46
1092241033,1997-03-03,Contribution expérimentale à l'étude de la narcose chloroformique,none,46
1093149760,1997-03-03,Die Methoden der Lokalanästhesie in der Bauchchirurgie und ihre Erfolge,none,46
1092431321,1997-03-03,Die Lokalanästhesie,none,46
1093190915,1997-03-03,Selection of anesthesia : the physiological and pharmacological basis,none,46
1093215488,1997-03-03,Der Aether gegen den Schmerz,none,46
1099019897,2001-08-30,Ueber Pental als Anaestheticum,none,46
VD2095330,2006-07-24,Ueber Aether-Rausch (Phrenopathia aetherea : mit besonderer Rücksicht auf die jüngsten Erfahrungen in England und Frankreich,none,46
1093144526,1997-03-03,La cocaïne en chirurgie,none,46
1093282116,1997-04-26,Les anesthésiques : physiologie et applications chirurgicales,none,46
1096156819,1997-03-03,"Romance, poetry, and surgical sleep : literature influences medicine",0313294054; 9780313294051,D46
1093023718,1997-03-03,Under the influence : a history of nitrous oxide and oxygen anaesthesia,0333316819; 9780333316818,D46
1093023713,1997-03-03,Essays on the first hundred years of anaesthesia,0443026580; 9780443026584,D46
1093031622,1997-03-03,The development of anaesthetic apparatus : a history based on the Charles King collection of the Association of Anaesthetists of Great Britain and Ireland,0632001771; 9780632001774,D46
