ID,Date,Title,ISBN,Classification
1096898654,2015-10-01,"Naissance des prématurés : une histoire du vivable : (Baudelocque-Port-Royal, 1942-1985)",9791024004365,D30l
1094670502,2001-06-05,Nurturing children : a history of pediatrics,0313310807; 9780313310805,D30l
1096111952,2007-06-11,History of the care and feeding of the premature infant,0316152560; 9780316152563,D30l
1096160593,1997-03-03,"Breasts, bottles and babies : a history of infant feeding",0852244622; 9780852244623,D30l
1096111377,2006-10-19,Child care through the centuries : an historical survey from papers given at the 10th British Congress on the History of Medicine,0948917008; 9780948917004,D30l
1096135817,2009-09-08,La naissance en Occident,2226151524; 9782226151520,D30l
1096621164,1997-03-03,Pédiatrie des Lumières : maladies et soins des enfants dans l'Encyclopédie et le Dictionnaire de Trévoux,2711607925; 9782711607921,D30l
1094082586,1998-09-22,"Histoire illustrée de la puériculture : aspects diététiques, socio-culturels et ethnologiques",2851280279; 9782851280275,D30l
1094687436,2002-04-30,"Geschichte des Ungeborenen : zur Erfahrungs- und Wissenschaftsgeschichte der Schwangerschaft, 17.-20. Jahrhundert",3525353650; 9783525353653; 3525351828; 9783525351826,D30l
1094082598,1998-09-24,Histoire illustrée de la pédiatrie,3566833401; 9783566833404,D30l
1096133217,2009-04-02,Histoire illustrée de la pédiatrie,3566833401; 9783566833404,D30l
1096133216,2009-04-02,Histoire illustrée de la pédiatrie,3566833401; 9783566833404,D30l
1094724576,2005-03-10,Salvad al niño : estudios sobre la protección a la infancia en la Europa Mediterránea a comienzos del siglo XX,8437060532; 9788437060538,D30l
1097426281,2017-02-09,"La natura dei bambini : cura del corpo, malattie e medicina della prima infanzia fra Cinquecento e Settecento",8869230848; 9788869230844,D30l
1096115195,2008-02-05,Alimentazione e malattie infantili nel pieno el nel tardo medioevo,8872552699; 9788872552698,D30l
1096899601,2016-02-09,"La Leche League : at the crossroads of medicine, feminism, and religion",9780807825099; 0807825093; 9780807847916; 0807847917,D30l
1097425591,2016-04-19,"The cultural politics of blood, 1500-1900",9781137338204; 1137338202; 9781137338211; 1137338210,D30l
1097426688,2016-06-02,The pips of child life : early play programs in hospitals,9781465241399; 1465241396,D30l
1096898137,2015-02-17,Ecoliers sous ultraviolets dans les années folles,9782358151030; 2358151033,D30l
1096895656,2013-05-23,"ESPE, the first 50 years : a history of the European Society for Paediatric Endocrinology",9783805598682; 3805598688,D30l
1096159837,2011-04-07,Entwicklungen und Perspektiven der Kinder- und Jugenmedizin : 150 Jahre Pädiatrie in Heidelberg,9783874094894; 3874094898,D30l
1094672357,2001-09-18,Zur Geschichte des Ammenwesens im klassischen Altertum,none,D30l
1094723396,2005-05-10,Chronik der Kinderheilkunde,none,D30l
1096111385,2006-10-26,Die Geschichte der Cnopf'schen Kinderklinik Nürnberg e.V. : 1859-1968,none,D30l
VD2120033,2006-10-26,Die Verwendung von Metaphern in der heutigen Kinderheilkunde anhand des Lehrbuches von Fanconi-Wallgren (1963),none,D30l
VD2120037,2006-10-26,Historische Bemerkungen ueber Gestalt und Gebrauch der Kinderwiege : ein Beitrag zur Geschichte der Paediatrie,none,D30l
VD2120042,2006-10-26,"Otto Soltmann, 1844-1912, Pädiater in Breslau und Leipzig",none,D30l
VD2120077,2006-10-26,Beiträge französischer Ärzte zur Entwicklung der Pädiatrie im 18. Jahrhundert,none,D30l
VD2120084,2006-10-26,Geschichte und Entwicklung der Kinderheilkunde an der Universität Erlangen,none,D30l
VD2120093,2006-10-26,Die Entwicklung der Säuglingssterblichkeit in Schleswig-Holstein von 1961 - 1967,none,D30l
VD2120101,2006-10-26,"Der Schnuller im Wandel der Zeit : Studien zur Geschichte, Verwendung und Beurteilung des Säuglingsschnullers",none,D30l
1096111023,2007-03-14,La puériculture éternelle : histoire médico-littéraire de la puériculture à travers les âges,none,D30l
1096133362,2009-02-03,L'alimentation du nourrisson à travers les âges,none,D30l
1096135778,2009-12-14,"Rapports, communications Genève, 16, 17 et 18 mai 1961 ; éd. par Fred Bamatter et Albert Mégevand.",none,D30l
1096135781,2009-12-14,"Rapports, communications Genève, 16, 17 et 18 mai 1961 ; éd. par Fred Bamatter et Albert Mégevand.",none,D30l
1096135780,2009-12-14,"Rapports, communications Genève, 16, 17 et 18 mai 1961 ; éd. par Fred Bamatter et Albert Mégevand.",none,D30l
1096135779,2009-12-14,"Rapports, communications Genève, 16, 17 et 18 mai 1961 ; éd. par Fred Bamatter et Albert Mégevand.",none,D30l
1096131265,1997-03-03,The history of paediatrics : the progress of the study of diseases of children up to the end of the XVIIIth century,none,D30l
1093251256,1997-04-26,Quellen zur Geschichte der Kinderheilkunde,none,D30l
1094082918,1999-01-07,"Lumière sur les berceaux : histoire d'une révolution dans l'allaitement du nouveau-né : du lait frais au lait en poudre, à ses dérivés et à l'alimentation diversifiée : contribution d'une industrie suisse aux progrès de la diététique",none,D30l
1094083443,1999-05-10,Prime éducation et morale de classe,none,D30l
1099015473,2001-01-23,Le nourrisson,none,D30l
1096623504,2012-12-20,Conférences cliniques de médecine infantile.,none,D30l
1096623503,2012-12-20,Conférences cliniques de médecine infantile.,none,D30l
1096623502,2012-12-20,Conférences cliniques de médecine infantile.,none,D30l
1096623499,2012-12-20,Conférences cliniques de médecine infantile.,none,D30l
1096623500,2012-12-20,Conférences cliniques de médecine infantile.,none,D30l
1096623501,2012-12-20,Conférences cliniques de médecine infantile.,none,D30l
