ID,Date,Title,ISBN,Classification
1092758302,1997-03-03,Le corps humain est-il transparent? : la réponse de l'imagerie médicale,2221043642; 9782221043646,47
1096623180,2012-08-22,Le thorax,2224001037; 9782224001032,47
1096623179,2012-08-22,L'abdomen,2224001150; 9782224001155,47
1096623178,2012-08-22,L'os,2224001290; 9782224001292,47
1096899310,2015-09-10,Neuroradiologie,2225420424; 9782225420429; 2225443858; 9782225443855,47
1096899311,2015-09-10,Neuroradiologie,2225420424; 9782225420429; 2225443858; 9782225443855,47
1093336673,1997-03-03,Tomodensitométrie cranio-cérébrale : (scanographie),2225495998; 9782225495991,47
1096622319,2012-07-19,Ultraschall des Abdomens : 114 diagnostische Übungen für Studenten und praktische Radiologen,3540165487; 9783540165484; 0387165487; 9780387165486,47
1096622549,2012-08-16,Klinische Radiologie : Originalfragen mit ausführlichen Kommentaren zu schwierigen Fragen sowie über 370 Röntgenbildern,3824310791; 9783824310791,47
1096898623,2015-12-16,Ultrasound in clinical diagnosis : from pioneering developments in Lund to global application in medicine,9780199602070; 0199602077,47
1096896263,2013-09-11,Atlas de poche d'échographie : imagerie normale,9782257205537; 2257205537,47
1096897512,2014-10-01,L'imagerie médicale : la fabrique d'un nouveau malade imaginaire,9782336292847; 233629284X,47
1094685378,2003-01-10,The Roentgen rays in medicine and surgery,none,47
1096135699,2009-11-05,Eléments de radiologie : diagnostic et thérapeutique par les rayons X,none,47
1096620498,2011-10-06,L'exploration radiologique du poumon et du médiastin à l'aide de la tomographie oblique postérieure à 55⁰ = Radiological examination of the lung and mediastinum with the aid of posterior oblique tomgraphy at an angle of 55⁰ = Die Röntgenuntersuchung der Lunge und des Mediastinums durch a.p.-tomographie des um 55⁰ um seine Längsachse gedrehten Patienten,none,47
1096620387,2011-10-25,Leitfaden der Laparoskopie und Gastroskopie,none,47
1092473730,1997-03-03,Précis de radiodiagnostic technique et clinique,none,47
1093145708,1997-03-03,Artériographie des membres et de l'aorte abdominale,none,47
1096899075,2015-07-21,La radiographie simple du crâne dans les séquelles des atrophies rétractiles et expansives de la petite enfance,none,47
1096898859,2015-08-19,Le contraste optimal en radiodiagnostic : son utilisation en technique haute tension et basse tension,none,47
1096899142,2015-08-20,La scintigraphie osseuse,none,47
1092347675,1997-03-03,"Les principales positions utilisées en radiographie : technique, indications, résultats",none,47
1092305575,1997-03-03,La radioscopie clinique de l'estomac normal et pathologique,none,47
1093160391,1997-03-03,"Radium : production, propriétés générales, son application en thérapeutique, appareils",none,47
1093259635,1997-04-26,Les bases de la pratique médicale des rayons X,none,47
1092417216,1997-03-03,Contribution à la radiothérapie des séminomes,none,47
1093307264,1997-04-26,La radiologie pleuro-pulmonaire : (sans le médiastin),none,47
1092259019,1997-03-03,Les rayons de Roentgen et le diagnostic des maladies internes,none,47
1099018956,2001-07-25,Action des rayons ultra-violets sur quelques substances protéiques,none,47
1096620400,2011-10-24,Anatomie radiologique normale : optique radiologique et dépistage des erreurs de lecture des clichés,none,47
1096620283,2011-10-26,Atlas de radiologie pulmonaire,none,47
1096620290,2011-10-27,Atlas de radiologie pulmonaire : (supplément),none,47
1096899313,2015-09-10,Os : pathologie générale,none,47
1096899312,2015-09-10,Neuroradiologie,none,47
1096899309,2015-09-10,Neuroradiologie,none,47
1093151983,1997-03-03,Exploration radiologique de l'appareil respiratoire,none,47
1093154016,1997-03-03,La radiographie de l'appendice,none,47
1093154746,1997-03-03,Manuel de radiodiagnostic clinique,none,47
1093156185,1997-03-03,Lehrbuch der Röntgendiagnostik : mit besonderer Berücksichtigung der Chirurgie,none,47
1093159477,1997-03-03,Röntgenologie : les limites de l'image normale et les débuts de l'image pathologique,none,47
1096897740,1997-03-03,Irrtümer der Röntgendiagnostik und Strahlentherapie,none,47
1093297392,1997-04-26,Die gesunde und kranke Wirbelsäule in Röntgenbild und Klinik : pathologisch-anatomische Untersuchungen,none,47
1096898362,2015-05-07,Thorax : diagnostic radiologique,none,47
1096898361,2015-05-07,Thorax : diagnostic radiologique,none,47
1096898360,2015-05-07,Thorax : diagnostic radiologique,none,47
1096898359,2015-05-07,Thorax : diagnostic radiologique,none,47
1096898358,2015-05-07,Thorax : diagnostic radiologique,none,47
1096898357,2015-05-07,Thorax : diagnostic radiologique,none,47
1096899377,2015-09-24,L'exploration radiologique du poumon et du médiastin à l'aide de la tomographie oblique postérieure à 55⁰ = Radiological examination of the lung and mediastinum with the aid of posterior oblique tomgraphy at an angle of 55⁰ = Die Röntgenuntersuchung der Lunge und des Mediastinums durch a.p.-tomographie des um 55⁰ um seine Längsachse gedrehten Patienten,none,47
1092383812,1997-03-03,Les méthodes radioscopiques de localisation et de recherche des projectiles de guerre,none,47
1096134565,2009-11-02,Petit manuel d'antisepsie et d'asepsie chirurgicales,none,47
1094672532,2001-08-09,Permissible dose : a history of radiation protection in the twentieth century,0520223284; 9780520223288,D47
1093242093,1997-03-03,A century of X-rays and radioactivity in medicine : with emphasis on photographic records of the early years,0750302240; 9780750302241,D47
1096134075,1997-03-03,Radiology : an illustrated history,0801615267; 9780801615269,D47
