ID,Date,Title,ISBN,Classification
1094083312,1999-04-20,Histoire perverse du coeur humain ; trad. de l'américain par Pierre-Antoine Fabre,2020225757,D30a
1094670689,2001-03-22,The shape of the heart,0444829873; 9780444829870,D30a
1096158823,2011-03-02,An anatomical disputation concerning the movement of the heart and blood in living creatures,0632002069; 9780632002061,D30a
1094005959,1999-07-07,The concept of heart failure : from Avicenna to Albertini,0674156358; 9780674156357,D30a
1094707469,2004-02-25,The irritable heart of soldiers and the origins of Anglo-American cardiology : the US Civil War (1861) to World War I (1918),0754605957; 9780754605959,D30a
1092959823,1997-03-03,The emergence of modern cardiology,0854840486; 9780854840489,D30a
1094687230,2002-02-06,The mechanization of the heart : Harvey and Descartes,1580460771; 9781580460774,D30a
1093268733,1997-04-26,The history of cardiology,1850703396; 9781850703396,D30a
1094667300,2000-11-01,Dates in cardiology,1850704988; 9781850704980,D30a
1094649629,2000-06-20,Afin que batte le coeur : l'épopée de la chirurgie cardiaque,2729703608; 9782729703608,D30a
1094685474,2003-01-28,Philosophie du progrès en cardiologie,2840590646; 9782840590644,D30a
1096115867,1997-03-03,Le patient insuffisant cardiaque à travers les âges : mémoires d'anasarques et d'hydropiques,2950519431; 9782950519436,D30a
1094721758,2006-05-03,Kulturgeschchite des Herzens : von der Antike bis zur Gegenwart,3412287059; 9783412287054,D30a
1094723400,2005-05-10,Die Mechanisierung des Herzens : Harvey und Descartes : der vitale und der mechanische Aspekt des Kreislaufs,3518581104; 9783518581100,D30a
1092995217,1997-03-03,Hundert Jahre Herzgeschichte : Entwicklung der Kardiologie 1887-1987,3540192999; 9783540192992; 0387192999; 9780387192994,D30a
1093216971,1997-03-03,Cardiology : the evolution of the science and the art,371860549X; 9783718605491; 3718605546; 9783718605545,D30a
1094082884,1998-12-17,Ewige Herzen : kleine Kulturgeschichte der Herzbestattungen,382081339X; 9783820813395,D30a
1094005633,1997-06-24,A short history of cardiology,9042000481; 9789042000483,D30a
1094005987,1999-07-13,"History and perspectives of cardiology : catheterization, angiography, surgery and concepts of circular control",9060214803; 9789060214800,D30a
1094686663,2002-07-18,History of cardiology : a brief outline of the 350 years' prelude to an explosive growth,9061002230; 9789061002239,D30a
1094705703,2004-08-10,"Le coeur : son histoire, son symbolisme, son iconographie et ses maladies",9064150117; 9789064150111,D30a
1096134912,2009-09-15,"Le coeur : son histoire, son symbolisme, son iconographie et ses maladies",9064150117; 9789064150111,D30a
1094724002,2005-09-14,Arterial aneurysms : a historical review,9090184937; 9789090184937,D30a
1096159826,2011-03-23,"Matters of the heart : history, medicine, and emotion",9780199540976; 0199540977,D30a
1096898820,2015-05-13,Caring for the heart : Mayo Clinic and the rise of specialization,9780199982356; 019998235X,D30a
1096135691,2009-09-08,The heart,9780300125108; 0300125100,D30a
1096159120,2010-12-23,Thoracic and cardio-vascular surgery : from the Magic Mountain to rocket science,9780956643100; 0956643108,D30a
1096896497,2014-02-26,Broken hearts : the tangled history of cardiac care,9781421408019; 1421408015,D30a
1097425363,2016-06-02,"L'invention de l'exploration cardiaque moderne par Louis Desliens, vétérinaire",9782336293646; 2336293641,D30a
1096115046,2008-03-12,"La circulation du sang : entre Orient et Occident, l'histoire d'une découverte",9782848760971; 2848760974,D30a
1096135660,2009-10-26,60 ans d'histoire de la Société Suisse de Cardiologie : 1948-2008,9783037540312; 3037540311,D30a
1094707208,2004-05-04,"Histoire entière du coeur : érotisme, symbolisme, chirurgie, physiologie, psychologie",none,D30a
1094723975,2005-09-27,A short history of cardiology,none,D30a
1094721129,2006-07-13,"New wine in old wineskins : traditional beliefs about the heart and blood among the Oxford Group, 1650-1680",none,D30a
1096160274,2011-07-19,"Therapy of cardiovascular disease : international symposium of the European Society of  Cardiology , June 1981, Hamburg",none,D30a
1093007704,1997-03-03,The history of coronary heart disease,none,D30a
1094083367,1999-04-29,"Herz und Kreyslauf im Wandel der Zeiten : Altertum, Mittelalter und Neuzeit",none,D30a
1094647816,2000-02-18,Il cuore nella storia della medicina,none,D30a
1094647654,2000-03-16,The story of heart disease : the Fitz-Patrick lectures for 1956 and 1957 delivered before the Royal College of Physicians of London,none,D30a
1096111266,1997-03-03,Histoire illustrée de la cardiologie : de la préhistoire à nos jours,none,D30a
1093324602,1997-03-03,Aus der Geschichte der Kardiopathologie : die Heberden'sche angina pectoris (1768),none,D30a
