844,0844.jpg,Pinces de Péan,Chirurgie générale,,450,,,XXème s.,,,,
416,0416.jpg,Pince à ongles,Chirurgie générale,,450,,,XXème s.,,,,
5006,5006.jpg,Trocart,Chirurgie générale,,450,"Le trocart sert à faire des ponctions et des biopsies. À la fin de la procédure, la canule reste en place pour aider l'évacuation des fluides.",,Première moitié du XXème s.,moyen.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5007,5007.jpg,Trocart pour perforer l’abdomen,Chirurgie générale,,450,Avec trois pointes de grandeur différente.,,Première moitié du XXème s.,moyen. rouille.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5011,5011.jpg,Poignées pour la scie de Gigli en fil d’acier,Chirurgie générale,,450,,,Première moitié du XXème s.,bon.,M. Schaerer & Co,,"Pharmacie du Prieuré, Orbe"
623,0623.jpg,trousse de scalpels,Chirurgie générale,Chirurgie,450,"boîte noire en cuir ou simili. ornement poinçonné sur le couvercle. Mandorle métallique au centre, sans inscription. Boîte endommagée au niveau de la charnière, rafistolée avec scotch noir (d’électricien?)intérieur cuir violet, un peu marqué.contient 10 instruments (scalpels, droits, courbes; crochet), plusieurs fabricants: Reynolds & Branson; Brady & Martin; J. Dick Glasgow; Simpson;. lames en assez bon état, un peu sales/ certains ont été rongées par l’oxydation. Manches d’ébène",,,moyen,,,
20,0020.jpg,couteau,Chirurgie générale,Chirurgie,450,grand couteau en métal de la marque Collin. Dans un étui noir.,,,assez bon,Collin,,
767,0767.jpg,Scie à résection de Butcher,Chirurgie générale,,450,,,,bon.,,,
319,IHM-0319.jpg,Sonde cannelée,Chirurgie générale,,450,Sonde cannelée (selon catalogue Schaerer).,,,bon.,,,
320,IHM-0320.jpg,Porte-coton,Chirurgie générale,,450,Porte-coton (selon catalogue Schaerer).,,,bon.,,,
321,IHM-0321.jpg,Pince,Chirurgie générale,,450,,,,bon.,,,
322,IHM-0322.jpg,Ciseaux,Chirurgie générale,,450,Ciseaux à pansement ou plâtre (?).,,,bon.,,,
429,0429.jpg,Écarteurs,Chirurgie générale,,450,Petits écarteurs.,,,bon.,"Haslam, USA",,
323,IHM-0323.jpg,Sonde,Chirurgie générale,,450,,,,bon.,,,
325,IHM-0325.jpg,,Chirurgie générale,,450,,,,bon.,,,
326,IHM-0326.jpg,Couteau,Chirurgie générale,,450,Petit couteau vissé à un manche.,,,bon.,,,
328,IHM-0328.jpg,Couteau ou bistouri ?,Chirurgie générale,,450,Inscirption sur le manche “Hausmann St. Gallen DRGM 146831 7786”,,,bon.,"Hausmann, Saint-Galle",,
329,IHM-0329.jpg,Abaisse-langue,Chirurgie générale,,450,Abaisse-langue à échelle (selon catalogue AESCULAP),,,bon.,Chirurg,,
188,0188.jpg,Sonde à goître,Chirurgie générale,,450,Sonde à goître de Kocher (selon catalogue Schaerer).,,,bon.,Klüffr,,
330,IHM-0330.jpg,Pinces,Chirurgie générale,,450,2 pinces,,,bon.,,,
331,IHM-0331.jpg,Ecarteurs,Chirurgie générale,,450,Ecarteurs (?).,,,bon.,,,
195,0195.jpg,Pinces,Chirurgie générale,,450,2 pinces chirurgicales.,,,bon.,,,
332,IHM-0332.jpg,Pincette,Chirurgie générale,,450,Pincette à griffes.,,,bon.,V2A,,
333,IHM-0333.jpg,Pincette,Chirurgie générale,,450,,,,bon.,V2A,,
334,IHM-0334.jpg,Pincette,Chirurgie générale,,450,,,,bon.,"Intramed, Swiss made",,
335,IHM-0335.jpg,Pince,Chirurgie générale,,450,Pince avec manche ciseau.,,,bon.,Bott & Walla,,
336,IHM-0336.jpg,Ciseaux,Chirurgie générale,,450,Petit logo d’une épée et d’un écusson.,,,bon.,,,
337,IHM-0337.jpg,Ciseaux,Chirurgie générale,,450,,,,bon.,,,
297,0297.jpg,Sonde,Chirurgie générale,,450,Sonde en forme de “S”.,,,bon.,,,
118,0118.jpg,Seringue,Chirurgie générale,,450,Seringue en métal avec réservoir gradué en verre. Pompe en métal. 2 aiguilles. Protège-aiguille. Etui en métal.,,,bon.,Socorex,,
338,IHM-0338.jpg,Pincette,Chirurgie générale,,450,,,,bon.,Hausmann,,
339,IHM-0339.jpg,Pincette,Chirurgie générale,,450,,,,bon.,Hausmann,,
423,0423.jpg,Abaisse-langue ou spatule à emplâtre,Chirurgie générale,,450,,,,bon.,Hausmann,,
340,IHM-0340.jpg,Poignées pour scie à ruban (scie Gigli ?),Chirurgie générale,,450,,,,bon.,,,
341,IHM-0341.jpg,Poignées pour scie à ruban (scie Gigli ?),Chirurgie générale,,450,,,,bon.,,,
342,IHM-0342.jpg,Sac d’aiguilles,Chirurgie générale,,450,Petit sac avec inscription “Needles”. (aiguilles à l’intérieur?),,,bon.,,,
298,0298.jpg,Sonde,Chirurgie générale,,450,,,,bon.,,,
630,0630.jpg,Seringue,Chirurgie générale,,450,Seringue en métal avec réservoir en verre. Aiguille. Etui.,,,bon.,,,
343,IHM-0343.jpg,Pince,Chirurgie générale,,450,Pince avec manche ciseaux.,,,moyen. rouille.,,,
344,IHM-0344.jpg,Pince,Chirurgie générale,,450,Pince. Manche ciseaux. Tête à angle droit.,,,moyen. rouille.,Bott & Walla,,
346,IHM-0346.jpg,Aiguilles à suturer,Chirurgie générale,,450,2 aiguilles à suturer de taille différente,,,bon.,,,
27,0027.jpg,Seringue,Chirurgie générale,,450,Seringue en verre. 2 embouts. 1 aiguille. Etui. Inscription sur le couvercle de l’étui “Patent”.,,,moyen.,,,
347,IHM-0347.jpg,Lot d’aiguilles à seringue,Chirurgie générale,,450,Lot de 11 grandes aiguilles à seringue.,,,bon.,,,
348,IHM-0348.jpg,Instrument pour prendre une goutte de sang (lancette à ressort ou lancette stylo),Chirurgie générale,,450,Instrument pour prendre une goutte de sang (selon catalogue Schaerer).,,,bon.,,,
349,IHM-0349.jpg,Thérmomètre,Chirurgie générale,,450,"Petit thermomètre dans étui en métal. De 35 à 43 C. Inscriptions:  “1 minute”, “426”. ",,,bon.,,,
350,IHM-0350.jpg,Sondes,Chirurgie générale,,450,Lot de 3 sondes.,,,bon.,,,
351,IHM-0351.jpg,Aiguilles de Mooij,Chirurgie générale,,450,3 aiguilles de Mooij (selon catalogue Schaerer).,,,bon.,,,
352,IHM-0352.jpg,Aiguille de Mooij,Chirurgie générale,,450,Aiguille de Mooij à manche fenêtré (selon catalogue Schaerer),,,moyen. rouille.,,,
353,IHM-0353.jpg,Aiguille à ligature,Chirurgie générale,,450,Aiguille à ligature (selon catalogue Shaerer). Inscription “ORL”,,,bon.,Schmied.,,
354,IHM-0354.jpg,Aiguille,Chirurgie générale,,450,,,,bon.,Endrun,,
355,IHM-0355.jpg,Aiguilles,Chirurgie générale,,450,3 aiguilles stériles. “Steril Disposable Jintan Needle 21G1 +/” Non-toxic pyrogen-free”,,,bon.,,,
301,0301.jpg,Davier pour os,Chirurgie générale,,450,Davier pour os (selon catalogue Schaerer).,,,bon.,,,
356,IHM-0356.jpg,Sonde,Chirurgie générale,,450,,,,bon.,,,
422,0422.jpg,A identifier,Chirurgie générale,,450,"Lot de 10 instruments de chirurgie générale à identifier. - petit pot en métal “JMMUNITAS”- 2 boucles en tire-bouchon- fil en boucle- trocart (?)- spatule/abaisse-langue (?)- instrument à tête courbée percée “dascher stainless”- instrument à tête pointue “cutistyle-paul. Biopharma, Wien.”- tige à tête courbée en vis, boucle à la base- embout à tête en vis avec molette à la base",,,bon.,,,
357,IHM-0357.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,Pruneau,,
358,IHM-0358.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
359,IHM-0359.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,D. SImaz,,
360,IHM-0360.jpg,Ciseaux,Chirurgie générale,,450,,,,moyen. rouille.,,,
361,IHM-0361.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,Hausmann,,
362,IHM-0362.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
363,IHM-0363.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
364,IHM-0364.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
365,IHM-0365.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,,,
366,IHM-0366.jpg,Pince,Chirurgie générale,,450,Dessin d’un poisson sur le manche.,,,moyen. rouille.,,,
367,IHM-0367.jpg,Pince,Chirurgie générale,,450,La moitié qui forme un “U” est perforée.,,,moyen. rouille.,,,
368,IHM-0368.jpg,Pince,Chirurgie générale,,450,Moitié d’une pince.,,,moyen. rouille.,,,
369,IHM-0369.jpg,Trocart,Chirurgie générale,,450,,,,Incomplet.,,,
370,IHM-0370.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,"Collin, France",,
371,IHM-0371.jpg,Pince,Chirurgie générale,,450,,,,bon.,Hausmann,,
372,IHM-0372.jpg,Soie stérile,Chirurgie générale,,450,Fiole de soie stérile dans étui en étal. “SSC Neuhausen Seide-Soie steril 6m Nr. 1 15.11.69,,,bon.,Rostfrei,,
399,0399.jpg,Porte-aiguille,Chirurgie générale,,450,Porte-aiguille (selon catalogue Schaerer).,,,bon.,,,
373,IHM-0373.jpg,Instrument pour prendre une goutte de sang (lancette à ressort ou stylo),Chirurgie générale,,450,Instrument pour prendre une goutte de sang (selon catalogue Schaerer).,,,bon.,,,
374,IHM-0374.jpg,Pince,Chirurgie générale,,450,Pince pour écarter (?),,,bon.,,,
375,IHM-0375.jpg,Lithotome à écartement,Chirurgie générale,,450,Lithotome à écartement régable de Duphytren. Pour opération de la taille ou lithotomie (pierre-vessie).,,Seconde moitié du XIXe,bon.,,,
376,IHM-0376.jpg,Lot de bistouris,Chirurgie générale,,450,Lot de 8 bistouris.,,,bon.,,,
377,IHM-0377.jpg,Curette tranchante,Chirurgie générale,,450,Double curette tranchante.,,,bon.,Blanc & Cie,,
395,0395.jpg,Pince,Chirurgie générale,,450,pince à bouts triangulaires vides,,,bon.,,,
378,IHM-0378.jpg,Sondes,Chirurgie générale,,450,3 sondes.,,,moyen. métal vieilli.,,,
859,0859.jpg,Cisaille,Chirurgie générale,,450,CIsaille à plâtre (?),,,bon.,,,
404,0404.jpg,Ciseaux,Chirurgie générale,,450,,,,bon.,"Collin, France",,
406,0406.jpg,Pince,Chirurgie générale,,450,pince à embout recourbé,,,moyen. rouille.,,,
398,0398.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,Klöpfer,,
123,0123.jpg,Lancette avec étui,Chirurgie générale,,450,Etui en métal avec lancette et instrument pour prendre une goutte de sang. Sur le couvercle de la boîte: “Martin Kepatex”Sure la lancette “etui lancette Felix &Flück Brevet”Sur l’instrument pour le sang “Paten Angem”,,,bon.,,,
379,IHM-0379.jpg,Pinces,Chirurgie générale,,450,2 pinces. Une du fabricant Hausmann.,,,bon.,,,
380,IHM-0380.jpg,Ecarteurs,Chirurgie générale,,450,,,,bon.,,,
381,IHM-0381.jpg,Pince,Chirurgie générale,,450,,,,moyen. rouille.,Hausmann,,
397,0397.jpg,Pince,Chirurgie générale,,450,,,,bon.,"M. Schaerer A.G., Bern",,
403,0403.jpg,Pince,Chirurgie générale,,450,,,,bon.,"M. Schaerer A.G., Bern",,
708,0708.jpg,"Etui avec rasoir, bistouris et aiguilles",Chirurgie générale,,450,Etui. 1 rasoir. 2 bistouris. 2 aiguilles. 1 flacon avec 33 petites aiguilles.,,,moyen. rouille.,,,
382,IHM-0382.jpg,Lot de pinces,Chirurgie générale,,450,Lot de 5 pinces identiques.,,,bon.,,,
383,IHM-0383.jpg,Instrument de chirurgie (A identifier) / dermojet?,Chirurgie générale,,450,INCOMPLET?,,,bon. incomplet?,Luer,,
65,0065.jpg,bistouri double rétractable (canif),Chirurgie générale,,450,A deux lames,,,,,,
384,IHM-0384.jpg,instrument de chirurgie (mini burin ?),Chirurgie générale,,450,,,,bon,,,
385,IHM-0385.jpg,Bistouri rétractable,Chirurgie générale,,450,inscriptions: Panglandine Glesol Couturieux / Iodine Sulfoidol Robin,,,bon,,,
682,0682.jpg,Soie pour ligatures,Chirurgie générale,,450,,,,,Fabrique internat. d’objets de pansement Schaffouse Suisse,,
55,0055.jpg,Aiguille de Reverdin avec roulette,Chirurgie générale,,450,,,,,walter,,
386,IHM-0386.jpg,Trousses de chirurgie vides en tissu,Chirurgie générale,,450,,,,,,,
387,IHM-0387.jpg,Trousse de chirurgie ambulatoire,Chirurgie générale,,450,,,Première moitié du 20e s.,,,,
607,IHM-0607.jpg,Lot de fil à suturer,Chirurgie générale,,450,7 flacons contenant des bobines de fil à suturer (Dr. Vömel Original Nahtmaterial ),,20e s.,,,,
653,IHM-0653.jpg,Boîte avec divers instruments de chirurgie,Chirurgie générale,,450,Boîte avec des instruments de chirurgie,,20e s.,,,,
826,0826.jpg,Instrument chirurgical,,,450,"Instrument metalique. Tige, trois cercles pour  passer les doigts (marquage sur la boucle principale)",,,bon,,,
585,0585.jpg,Instrument chirurgical / curette tranchante,,,450,Curette. Fabricant “Klöpfer” No2,,,moyen. rouille et salissures,Klöpfer,,
4,IHM-0004.jpg,Instrument chirurgical,,,450,Manche avec tête amovible.,,,bon,Krupp-V2A,,
5,IHM-0005.jpg,Instrument chirurgical,,,450,Tige en métal recourbée avec pointe en “vis”,,,Bon,,,
824,0824.jpg,Instrument chirurgical,,,450,Instrument en métal courbé en “Z”. Petite pièce mobile au bout.,,,bon,,,
825,0825.jpg,Instrument chirurgical / trocart,,,450,Trocart recourbé avec protection amovible,,,bon,,,
6,IHM-0006.jpg,Instrument chirurgical,,,450,"Tige en métal recourbée, bout de type “vis”",,,bon,"Duffaud, Paris",,
7,IHM-0007.jpg,Instruments chirurgicaux,,,450,"2 tiges en métal, droites avec extrémité en “vis”",,,bon,,,
