5013,5013.jpg,Planche à pilules,Pharmacie,,160,En métal avec une partie en verre.,,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5012,5012.jpg,Planche à pilules double-face,Pharmacie,,160,En bois avec une partie métallique.,,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5021,5021.jpg,Pilon,Pharmacie,,160,Pilon en bois avec tête en porcelaine utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5022,5022.jpg,Pilon,Pharmacie,,160,Pilon en bois utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5023,5023.jpg,Pilon,Pharmacie,,160,Pilon en bois utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5024,5024.jpg,Flacon,Pharmacie,,160,Flacon en verre avec col étroit et bouchon casquette.Inscription sur le flacon : 54Inscription sur le bouchon : 24,,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5026,5026.jpg,Flacon,Pharmacie,,160,Flacon en verre avec col étroit et bouchon casquette.Etiquette sur le flacon : Parfum concentré,,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
190,IHM-0190.jpg,Pastilles SODRI,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de pastilles.,,,bon.,"Laboratoires Sauter S.A., Genève",,
191,IHM-0191.jpg,Poudres KAFA,Pharmacie,Pharmacie - Pharmacologie,160,Boîte Poudres KAFA,,,moyen. rouille.,"Pharmacie Principale, Genève",,
192,IHM-0192.jpg,Pastilles du Dr. Belloc,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de pastilles du Dr. Belloc.,,,bon.,"Vaillant-Deferesne, G Torchon, Paris",,
193,IHM-0193.jpg,Métaspirine,Pharmacie,Pharmacie - Pharmacologie,160,Boîte d’aspirines Métaspirine,,,bon.,"Laboratoires Paul-Métadier, Tours",,
194,IHM-0194.jpg,Ripason,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de Ripason,,,bon.,"Robapharm, Laoratoriums AG. Basel",,
196,IHM-0196.jpg,Flacon,Pharmacie,Pharmacie - Pharmacologie,160,Petite bouteille en verre. Inscription “Ne pas avaler”,,,bon.,,,
197,IHM-0197.jpg,Boîte de coton chirurgical,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de coton chirurgical FLAWA (coton à l’intérieur).,,,bon.,FLAWA,,
198,IHM-0198.jpg,Gouttes MAGALO,Pharmacie,Pharmacie - Pharmacologie,160,Flacon de gouttes MAGALO,,,bon.,"M. Bouvet, Paris",,
199,IHM-0199.jpg,Crème,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de crème.,,,bon.,Marquise Pompadour,,
200,IHM-0200.jpg,Bandage Elastoplast,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de bandage élastique adhésif Elastoplat,,,bon.,"T.J. Smith & Nephew LTD, England",,
201,IHM-0201.jpg,Boîte de Sandosten-Calcium,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de Sandosten-Calcium.,,,bon.,Sandoz,,
202,IHM-0202.jpg,Bandages pour les doigts Gazefix,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de bandages pour les doigts Gazefix avec notice d’emballage.,,,bon.,"Vadi, Petit-Lancy, Genève",,
203,IHM-0203.jpg,Granulés Bourget Probios,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de Bourget Probios granulé.,,,moyen.,"Laboratoires Probios, Paris",,
204,IHM-0204.jpg,Cachets Kalmine,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de 30 cachets Kalmine.,,,bon.,"Paul Métadier, France",,
205,IHM-0205.jpg,Aspirine,Pharmacie,Pharmacie - Pharmacologie,160,"2 boîtes (1 en métal, 1 en plastique) d’Aspirine.",,,bon.,Usines du Rhône,,
206,IHM-0206.jpg,Flacon Teinture d’iode,Pharmacie,Pharmacie - Pharmacologie,160,Flacon en verre dans boîte en métal. Etiquette “Jodtinktur. Teinture d’iode”.,,,bon.,,,
207,IHM-0207.jpg,Boîte,Pharmacie,Pharmacie - Pharmacologie,160,Petite boîte en carton. Ecriture manuscrite “Mme ?. 4 par jour au début des repas”,,,bon.,"R. Suard, Genève",,
208,IHM-0208.jpg,Boîte Albuplast,Pharmacie,Pharmacie - Pharmacologie,160,Petite boîte Albuplast.,,,bon.,Jean Herre,,
209,IHM-0209.jpg,Comprimés Végélax,Pharmacie,Pharmacie - Pharmacologie,160,Comprimés laxatifs Végélax,,,bon.,"Institut de physiologie appliquée, Paris",,
210,IHM-0210.jpg,Comprimés Phénergan,Pharmacie,Pharmacie - Pharmacologie,160,"Boîte de 20 comprimés Phénergan (comprimés à l’intérieur), notice d’emballage. ",,,bon.,"Specia, Paris",,
211,IHM-0211.jpg,Flacon Laxativa,Pharmacie,Pharmacie - Pharmacologie,160,Flacon Laxativa.,,,bon.,,,
212,IHM-0212.jpg,Poudre Vasenol,Pharmacie,Pharmacie - Pharmacologie,160,Boîte Vasenol-Wund-und-Kinder-Puder.,,,bon.,"Arthur Köpp, Leipzig-München-Düsseldorf",,
213,IHM-0213.jpg,Flacon Teinture d’iode,Pharmacie,Pharmacie - Pharmacologie,160,Flacon dans boîte Teinture d’iode Jodtinktur,,,bon.,"Pharmacie Principale, Genève",,
214,IHM-0214.jpg,Bouteille Eau des Carmes,Pharmacie,Pharmacie - Pharmacologie,160,Bouteille en verre Eau de Mélisse des Carmes.,,,bon.,"Boyer, Paris",,
215,IHM-0215.jpg,Grains Miraton,Pharmacie,Pharmacie - Pharmacologie,160,Boîte Grains Miraton Chatel-Guyon,,,bon.,"R.J. Soudan, Paris",,
216,IHM-0216.jpg,Comprimés Calcium-D-Redoxon,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en métal de 100 comprimés Calcium-D-Redoxon “ROCHE”.,,,bon.,"S.A. F. Hoffmann-La Roche & Co. A.G., Bâle",,
217,IHM-0217.jpg,Dragées Kina-Redoxon,Pharmacie,Pharmacie - Pharmacologie,160,"Fiole de 50 dragées dans boîte en carton Kina-Redoxon “ROCHE”, avec notice d’emballage. ",,,bon.,"S.A. F. Hoffmann-La Roche & Co. A.G., Bâle",,
218,IHM-0218.jpg,Granulés Histogénol,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en métal Histogénol Naline Granulé.,,,moyen. rouille,"A. Mouneyrat, Villeneuve-La Garenne",,
219,IHM-0219.jpg,Sel Bichy-Etat,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en métal de 50 paquets de sel Vichy-Etat,,,moyen. cabossée.,,,
220,IHM-0220.jpg,Tisane des Amis,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de tisane des Amis.,,,bon.,"Pharmacie Nouvelle, Genève ",,
221,IHM-0221.jpg,Bandage pour les doigts stérile,Pharmacie,Pharmacie - Pharmacologie,160,Petit paquet avec bandage stérile pour les doigts.,,,bon.,,,
222,IHM-0222.jpg,Bandage stérile,Pharmacie,Pharmacie - Pharmacologie,160,Paquet de bandage stérile.,,,bon.,,,
223,IHM-0223.jpg,Granulés RHUS toxicodendron,Pharmacie,Pharmacie - Pharmacologie,160,Tube RHUS toxicodendron.,,,moyen.,"Laboratoires Boiron, Lyon",,
224,IHM-0224.jpg,Boîte pharmacie,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en en carton.,,,moyen.,"J. Martin, Genève",,
225,IHM-0225.jpg,Pastilles Valda,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en métal de pastilles Valda.,,,bon.,"Pharmacie principale, H. Canonne, Paris",,
226,IHM-0226.jpg,Boîte Herold DRGM,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en carton. 2 dessins de boîtes “Herold DRGM” sur le couvercle.,,,moyen.,,,
227,IHM-0227.jpg,Uraseptine,Pharmacie,Pharmacie - Pharmacologie,160,Flacon d’Uraseptine.,,,bon.,"Laboratoire Henry Rogier, Paris",,
228,IHM-0228.jpg,Révulsif Adrian,Pharmacie,Pharmacie - Pharmacologie,160,Flacon de Révulsif Adrian.,,,bon.,"Laboratoires Adrian, Courbevoie",,
229,IHM-0229.jpg,Capsules ISOTYL-AO12,Pharmacie,Pharmacie - Pharmacologie,160,Boîtes de 30 capsules ISOTYL-AO12,,,bon.,"Laboratoires BYLA, Paris",,
230,IHM-0230.jpg,Boîte pharmacie,Pharmacie,Pharmacie - Pharmacologie,160,Boîte en carton. Inscription manuscrite “M. ? 4 à 6 par jour avec du lait”.,,,moyen.,Société coopérative des pharmacies populaires de Genève,,
231,IHM-0231.jpg,Tablettes de Chlorhydrate de Morphine,Pharmacie,Pharmacie - Pharmacologie,160,Boîte de tablettes hypodermiques de chlorhydrate de morphine. 2 tubes (avec tablettes).,,,bon.,"Parke, Davis & Cie., Londres",,
