106,0106.jpg,Salpingographe ou hystérographe,Gynécologie,,456,"Boîte de bois contenant:- 1 pièce principale  avec crémaillères porte-pince réglable- 1 raccord- 1 manomètre à cadran lumineux- 1 seringue Record de 10 cc- 3 cônes interchangeables en métal, de grosseurs différentes    pour l’examen de l’utérus et des trompes.",,XXème s.,,,,
279,0279.jpg,Siccator,Gynécologie,,456,Pièce de verre en forme de boule  avec embout de verre et poire de caoutchouc pour l’application vaginale de substances dessicatives dans le but de sécher les muqueuses.Dans boîte en carton.,,XXème s.,,"Dr Max Nassauer, Munich",,
24,0024.jpg,Speculums,Gynécologie,,456,Jeu de 3 speculums en métal chromé.,,XXème s.,,,,
277,0277.jpg,Speculums,Gynécologie,,456,Jeu de speculums divers en métal chromé et nickelé,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
260,0260.jpg,Speculum,Gynécologie,,456,"2 spéculums de Schwarzenbach, intérieur et extérieur polis, en métal chromé.",,XXème s.,,,,
250,0250.jpg,Mandrins,Gynécologie,,456,"Lot de 15 mandrins de Hegar en verre opale, marqués de 6 - 26 mm, pour la dilatation du col utérin.  ",,XXème s.,,,,
251,0251.jpg,Speculums en porcelaine,Gynécologie,,456,Jeu de 4 speculums en porcelaine  pour la dilatation du col utérin.,,XXème s.,,,,
255,0255.jpg,Hystéromètre,Gynécologie,,456,Hystéromètre ou sonde utérine.,,XXème s.,,,,
252,0252.jpg,Speculum de Collin,Gynécologie,,456,,,XXème s.,,W. Margot-Humbert,,
258,0258.jpg,Sondes intra-utérines de Fritsch,Gynécologie,,456,,,XXème s.,,,,
259,0259.jpg,Pince à griffes,Gynécologie,,456,Pince à abaissement à 2 griffes avec arrêt coulissant.,,XXème s.,,,,
259,0259.jpg,Curettes tranchantes,Gynécologie,,456,Lot de 3 curettes tranchantes,,XXème s.,,,,
256,0256.jpg,Porte-coton,Gynécologie,,456,,,XXème s.,,,,
784,0784.jpg,Pessaires,Gynécologie,,456,"Lot de pessaires en caoutchouc durci de Thomas, diverses tailles et formes.",,XXème s.,,,,
5009,5009.jpg,Pessaires,Gynécologie,,456,3 pessaires:2 de la marque B. Braun et 1 sans mention.,,Première moitié du XXème s.,bon.,B. Braun Melsungen,,"Pharmacie du Prieuré, Orbe"
588,IHM-0588.jpg,Lot d’instruments,Obstétrique,,456,"Lot d’une trentaine d’instruments variés: -12  sondes en métal de différentes tailles -  1 sonde en verre -  3 sondes boutonnées-  2 seringues -  3 speculumsayant servis aux avortements clandestins.Ce matériel a été récupéré par l’Institut de médecine légale, vraisemblablement dans les années 1930-1960.",,XXème s.,,,,Institut médecine légale
568,0568.jpg,Instruments pour accouchement à domicile,Obstétrique,,456,Valise de cuir brun avec  matériel pour les accouchements à domicilecf. bordereau de versement  pour le détail,,Fin XIXème s.,,,,
664,0664.jpg,Forceps,Obstétrique,,456,,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
254,0254.jpg,Cranioclaste,Obstétrique,,456,"Cranioclaste de Gessner en métal nickelé appelé aussi céphalotribe, instrument servant à réduire la tête du foetus.",,XXème s.,,"Haussmann, St-Gallen",,
253,0253.jpg,Perforateur de Rapin,Obstétrique,,456,,,XXème s.,,Hausmann St-Gallen,,
261,0261.jpg,Perforateur de Siebold,Obstétrique,,456,Perforateur de Siebold en forme de ciseaux.,,XXème s.,,"Hausman, St-Gallen",,
211,0211.jpg,Cranioclaste,Obstétrique,,456,,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
698,0698.jpg,Ciseaux,Obstétrique,,456,"Ciseaux-céphalotomes de Dubois, droits.",,XXème s.,,,,"Dr Eric Rochat, St-Légier"
249,0249.jpg,Trocart,Obstétrique,,456,,,XXème s.,,,,
512,IHM-0512.jpg,Forceps,Obstétrique,Gynécologie,456,Le bois témoigne que cet instrument a été utilisé avant la généralisation de l’asepsie. Possiblement autour de 1800 ? Porte la marque Peter A Zurichhttp://www.aly-abbara.com/museum/medecine/pages_01/Tarnier/Forceps/forceps_historique.html,,Fin 18e s.,,,,
516,IHM-0516.jpg,Pelvimètre,Obstétrique,,456,"Afin de mesurer l’écart entre le pubis et le bassin, afin de savoir si la femme est prête à accoucher. Urs Birschler estime cet instrument de 1500. Roxane Fuschetto estime quand à elle à plus tard la datation (cf. typo env. 1700)",,,Bon,,,
263,IHM-0263.jpg,Speculum,,,456,(cf. feuille “FONDS” dans la boîte),,,bon.,Bott & Walla,,
