1096157859,2010-09-02,Adam's task : calling animals by name,0394542142; 9780394542140,5
1094720386,2006-08-17,Les organismes modèles dans la recherche médicale,2130552692; 9782130552697,5
1096111486,2006-10-11,La fabrique des sciences : des institutions aux pratiques,2880747163; 9782880747169,5
1096157855,2010-09-02,"That's all in the game : theory and research, practice and future of children's play",3880702721; 9783880702721,5
1094721306,2006-07-20,Los tónicos de la voluntad : reglas y consejos sobre investigación científica,8493443972; 9788493443979,5
1096620879,2011-10-19,Denationalizing science : the contexts of international scientific practice,9780792318552; 0792318552,5
1097426626,2017-02-10,Les recherches qualitatives en santé,9782200611897; 2200611897,5
1096621324,2011-11-03,Travailler en interdisciplinarité dans la recherche en sciences et technologie,9782296563179; 2296563171,5
1097426289,2017-02-10,"Regards croisés sur la santé et la maladie : recherches anthropologiques, recherches cliniques",9782813002266; 2813002267,5
1096133197,2009-04-14,"Recherche et enseignement supérieur face à l'internationalisation : France, Suisse et Union européenne",9782880748180; 2880748186,5
1096897508,2014-10-01,Der virtuelle Patient,9783110334296; 3110334291; 9783110335668; 3110335662,5
1096895335,2013-04-10,Zukunft Bildung Schweiz : Anforderungen an das schweizerische Bildungssystem 2030,9783905870091; 3905870096,5
1096895334,2013-05-02,Une éducation pour la Suisse du futur : exigences posées au système éducatif suisse en 2030 : traduction provisoire 31.8.09,9783905870107; 390587010X,5
1096895329,2013-04-10,Zukunft Bildung Schweiz : von der Selektion zur Integration : Akten der Veranstaltung vom 16. und 17. Juni 2011 = Une éducation pour la Suisse du futur : de la sélection à l'intégration : actes du Colloque des 16 et 17 juin 2011,9783905870183; 3905870185,5
1096895332,2013-04-10,Methoden zur Bestimmung von Nutzen bzw. Wert medizinischer Leistungen : und deren Anwendung in der Schweiz und ausgewählten europäischen Ländern,9783905870251; 3905870258,5
1096896979,2014-07-21,"La recherche biomédicale en Suisse : espace social, discours et pratiques",9783906113098; 3906113094,5
1096895333,2013-04-10,Denk-Schrift Energie : Energie effizient nutzen und wandeln : Beitrag zur nachhaltigen Entwicklung in der Schweiz,9783907630297; 3907630297,5
1096895331,2013-04-10,"Wissenschaftskommunikation - Chancen und Grenzen : Frühjahrestagung der SAGW Zürich, 23. April 2009 = Communication des sciences - Chances et limites : Colloque de printemps de l'ASSH Zurich, 23 avril 2009",9783907835685; 3907835689,5
1096895328,2013-04-10,Zukunft Bildung Schweiz : Akten der Fachtagung vom 21. April 2010 = Une éducation pour la Suisse du futur : actes du colloque du 21 avril 2010,9783907835746; 3907835743,5
1096621623,2012-03-21,Participación y cultura científica en contexto internacional,9788400094300; 8400094301,5
1096111018,2007-03-14,"Teaching gender, teaching women's health : case studies in medical and health science education",0789022435; 9780789022431; 0789022443; 9780789022448,6
1094687199,2002-01-21,Medical education : a surgical perspective,0873710274; 9780873710275,6
1096624327,2013-01-31,Examens-Fragen innere Medizin,3540084975; 9783540084976; 0387084975; 9780387084978,6
1096896813,2014-10-28,Basic medical education,9780192649133; 0192649132,6
1096899255,2015-08-25,Let me heal : the opportunity to preserve excellence in American medicine,9780199744541; 0199744548,6
1096896812,2014-10-28,"Preparation and revision for the MRCS and AFRCS, or, How to pass the exam!",9780443050466; 0443050465,6
1097426253,2016-09-14,The Art of teaching primary care,9780826129604; 0826129609; 9780826129611; 0826129617,6
1096896815,2014-10-28,Clinical method,9780950232058; 095023205X; 9780950232065; 0950232068; 9780950232072; 0950232076,6
1096896816,2014-10-28,Clinical method,9780950232058; 095023205X; 9780950232065; 0950232068; 9780950232072; 0950232076,6
1096898463,2015-03-10,Medical humanities : an introduction,9781107015623; 1107015626; 9781107614178; 1107614171,6
1096160851,2011-08-11,Les enjeux de l'apprentissage médical à l'hôpital : une étude de cas dans un service d'anesthésie,9782825709986; 2825709980,6
1096621144,2012-04-19,Quelle formation pour quelle médecine ? : dossier,9782919249046; 2919249045,6
1096621222,2012-02-23,Intimité et intrusion : rapport concernant le cycle d'ateliers interdisciplinaires Medical Humanities de l'ASSM et de l'ASSH,9783905870190; 3905870193,6
1096621203,2012-03-22,Medical Humanities in der Schweiz,9783905870213; 3905870215,6
1096621207,2012-03-21,"Gesundheitsforschung in der Schweiz : thematische Schwerpunkte, institutionelle Verankerung : eine Standortbestimmung im Auftrag der Schweizerischen Akademie der Geistes- und Sozialwissenschaften",9783905870220; 3905870223,6
1096621204,2012-03-22,Les Medical Humanities en Suisse,9783905870244; 390587024X,6
1096898983,2015-06-24,Déjà une gériatrie nouvelle : inventer l'hôpital de réadaptation,2881460355,7
1094081522,1998-04-27,Mémoires sur les hôpitaux de Paris,2704009902; 9782704009909,7
1094705535,2004-09-17,"Hôpitaux, cliniques, quel futur?",2747561232; 9782747561235,7
1096159782,2011-05-25,L'hôpital en urgence : étude par observation participante,2864241153; 9782864241157,7
1094708201,2003-12-09,Bauten der Volkserziehung und Volksgesundheit,3786118833; 9783786118831,7
1096896576,2013-12-12,Partnership for excellence : medicine at the University of Toronto and academic hospitals,9781442645950; 1442645954,7
1096621750,2012-02-23,La qualité à l'hôpital : un regard sociologique,9782296550834; 2296550835,7
1096898002,2012-02-08,Les organisations : état des savoirs,9782361060176; 2361060175,7
1096897968,2014-12-18,Mario Aresu e la clinica medica nella storia dell'Università e della città di Cagliari,9788895692319; 8895692314,7
1096898957,2015-06-11,Human anatomy,0132676915; 9780132676915,10
1096897526,2014-10-30,Essentials of human anatomy,0192614355; 9780192614353,10
1096898990,2015-06-19,Cunningham's manual of practical anatomy,0192631187; 9780192631183; 0192631225; 9780192631220; 0192631209; 9780192631206,10
1092973693,1997-03-03,Cajal on the cerebral cortex : an annotated translation of the complete writings,0195052803; 9780195052800,10
1096111232,2007-01-16,"The Hunterian lectures in comparative anatomy : May-June, 1837",0226641899; 9780226641898; 0226641902; 9780226641904,10
1096896836,2014-10-31,Pocket examiner in regional and clinical anatomy,0272796212; 9780272796214,10
1096896831,2014-10-31,Functional anatomy of the digestive system,027300123X; 9780273001232,10
1096896832,2014-10-31,Functional anatomy of the urogenital system,0273001248; 9780273001249,10
1096896820,2014-10-30,Clinical anatomy for medical students,031680203; 031680204,10
1096897725,2014-11-14,The human brain and spinal cord : functional neuroanatomy and dissection guide,0387907416; 9780387907413; 3540907408; 9783540907404,10
1094006275,1999-09-13,The body reader : social aspects of the human body,0394487923; 9780394487922; 0394733193; 9780394733197,10
1096898589,2015-04-30,Hollinshead's textbook of anatomy,0397512562; 9780397512560,10
1094684719,2003-05-08,The body in everyday life,0415162009; 9780415162005; 0415162017; 9780415162012,10
1096897622,2014-11-20,Anatomy and physiology for nurses,0433121025; 9780433121022,10
1096898794,2015-06-04,Anatomical techniques,0443007179; 9780443007170,10
1096897360,2014-11-17,"Essential anatomy, and some clinical applications",0443011818; 9780443011818,10
1096897635,2014-11-13,Regional anatomy illustrated,0443016151; 9780443016158,10
1096897718,2014-11-17,Functional histology : a text and colour atlas,0443016585; 9780443016585; 0443016577; 9780443016578,10
1096898297,2015-06-04,"Essential anatomy, and some clinical applications",0443020035; 9780443020032,10
1096898797,2015-06-04,Gray's anatomy,0443041776; 9780443041778,10
RERO-10598198,2009-10-06,Hunter's lectures of anatomy,0444409106; 9780444409102,10
1096896823,2014-10-30,Principles of anatomy and physiology,0471366927; 9780471366928,10
1096898808,2015-06-05,Principles of anatomy and physiology,0471718718; 9780471718710; 0471689343; 9780471689348; 9780471689343,10
1094707535,2004-03-09,Albinus on anatomy : with 80 original Albinus plates,048625836X; 9780486258362,10
1094006277,1999-09-13,"The body as a medium of expression : essays based on a course of lectures given at the Institute of Contemporary Arts, London",0525069429; 9780525069423,10
1096898796,2015-06-04,"A Companion to medical studies : anatomy, biochemistry, and physiology",0632012560; 9780632012565,10
1096899353,2015-09-17,Grant's Atlas of Anatomy,0683002112; 9780683002119,10
1096898812,2015-06-05,Grant's method of anatomy : by regions descriptive and deductive,0683003739; 9780683003734,10
1096898969,2015-06-10,Grant's method of anatomy : a clinical problem-solving approach,0683003747; 9780683003741; 0683098888; 9780683098884,10
1096899354,2015-09-17,"An atlas of anatomy : by regions : upper limb, abdomen, perineum, pelvis, lower limb [...]",0683037293; 9780683037296,10
1096897735,2014-11-14,Grant's dissector,0683075594; 9780683075595,10
1096897734,2014-11-14,Grant's dissector,0683075608; 9780683075601,10
1096897737,2014-11-14,Grant's dissector,0683094343; 9780683094343,10
1096896859,2014-11-07,Guide to human anatomy,0721612032; 9780721612034,10
1096896821,2014-10-30,Anatomy : a regional study of human structure,0721640176; 9780721640174,10
1096898590,2015-04-30,A colour atlas of human anatomy,0723408823; 9780723408826,10
1096896818,2014-10-28,Human cross-sectional anatomy : pocket atlas of body sections and CT images,075061241X; 9780750612418; 0750620285; 9780750620284,10
1094707430,2004-02-11,Five bodies : re-figuring relationships,0761943080; 9780761943082,10
1094670847,2001-04-23,"The social body : habit, identity and desire",0761966390; 9780761966395; 0761966404; 9780761966401,10
1094725289,2005-01-17,"The body in culture, technology and society",0761971238; 9780761971238; 0761971246; 9780761971245,10
1094667573,2000-08-16,Five bodies : the human shape of modern society,0801417279; 9780801417276,10
1096897524,2014-10-30,Anatomy : a regional atlas of the human body,0806703229; 9780806703220; 3541703229; 9783541703227,10
1096898792,2015-06-04,Anatomy as a basis for clinical medicine,0806708727; 9780806708720; 3541708727; 9783541708727,10
1096898291,2015-06-04,Sectional anatomy and tomography of the head,080890700X; 9780808907008,10
1096899358,2015-09-17,Clinical anatomy,0838512593; 9780838512593,10
1096897730,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1096897729,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1096897728,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1096897727,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1096897726,2014-11-14,Practical human anatomy : laboratory handbook and pictorial guide,0853241554; 9780853241553; 0853241597; 9780853241591; 0853241600; 9780853241607; 0853241619; 9780853241614; 0853241627; 9780853241621,10
1093255069,1997-04-26,Steno on muscles : containing Stensen's myology in historical perspective,0871698412; 9780871698414,10
1096899355,2015-09-17,Atlas of human anatomy,0914168193; 9780914168195,10
1096115668,2008-06-03,The arteries,0941432270; 9780941432276,10
1093329566,1997-03-03,"From Anatomia Hepatis : (the anatomy of the liver), 1654",0951669338; 9780951669334,10
1096621073,2012-05-31,The cause and management of hirsutism : a practical approach to the control of unwanted hair,1850701741; 9781850701743; 0940813041; 9780940813045,10
1094670873,2001-05-30,L'homme de René Descartes,2213604770; 9782213604770,10
1099026919,2002-04-17,De humani corporis fabrica,225119004X; 9782251190044,10
1094708157,2003-11-06,De formatione intestinorum = La formation des intestins (1768-1769),2503522521; 9782503522524,10
VD2248084,2007-05-30,De formatione intestinorum = La formation des intestins (1768-1769),2503522521; 9782503522524,10
1096132261,2008-09-08,Soma & [et] séma : figures du corps,2706818239; 9782706818233,10
