1096897583,2014-12-04,"Sudden infant death syndrome : [proceedings of the 1982 International Research Conference on The Sudden Infant Death Syndrome, held in Baltimore, Maryland, June 28-30, 1982]",0126910502; 9780126910506,3009
1094687391,2002-03-27,Baby's first picture : ultrasound and the politics of fetal subjects,0802048102; 9780802048103; 0802083498; 9780802083494,3009
1096158054,2010-07-30,Naître et après? : du bébé à l'enfant,2070533727; 9782070533725,3009
1096623207,2012-10-17,D'amour et de lait ... : ouvrage collectif sur l'allaitement maternel,2234012031; 9782234012035,3009
1096111400,2006-11-06,"Cinq livres, de la manière de nourrir et gouverner les enfans dès leur naissance",2600010297; 9782600010290,3009
1094724583,2005-03-09,"Le foetus, le nourrisson et la mort",2738471943; 9782738471949,3009
1094076124,1998-02-04,La recherche clinique en ambulatoire : expériences pédiatriques,2880490820; 9782880490829,3009
RERO-17261376,2015-12-14,Aktuelle Probleme der Kinderpathologie : Hauptthema der 55. Verhandlungen der Deutschen Gesellschaft für Pathologie 1971,3437102788; 9783437102783,3009
1096899837,2015-08-28,Libro del governo e del regime dei bambini,8864950850; 9788864950853,3009
1096160849,2011-08-11,Exercer la pédiatrie en contexte multiculturel : une approche complémentariste du rapport institutionnalisé à l'autre,9782825709894; 2825709891,3009
1096156768,2009-11-05,Auswählen oder annehmen ? : Pränatal- und Präimplantationsdiagnostik : Testverfahren an werdenem Leben : [ein Projekt von Insieme Schweiz],9783034009706; 3034009704,3009
1096113503,2007-09-11,Zur sozialen Konzeption des Kindes : Forschungen und Perspektiven verschiedener Wissenschaften,9783825506506; 3825506509,3009
1096899284,2015-08-24,Pediatri e bambini : i maestri della pediatria italiana raccontano,9788838783494; 8838783497,3009
